LineId,Date,Time,Level,Component,Content,EventId,EventTemplate,ParameterList
368,17/06/09,20:10:54,INFO,broadcast.TorrentBroadcast,Reading broadcast variable 18 took 12 ms,E20,Reading broadcast variable <*> took <*> ms,"['18', '12']"
369,17/06/09,20:10:54,INFO,storage.MemoryStore,"Block broadcast_18 stored as values in memory (estimated size 9.6 KB, free 464.0 KB)",E3,"Block <*> stored as values in memory (estimated size <*>, free <*>)","['broadcast_18', '9.6 KB', '464.0 KB']"
370,17/06/09,20:10:54,INFO,storage.BlockManager,Found block rdd_2_0 locally,E10,Found block <*> locally,"['r', 'd', 'd', '_', '2', '_', '0']"
371,17/06/09,20:10:54,INFO,storage.BlockManager,Found block rdd_2_4 locally,E10,Found block <*> locally,"['r', 'd', 'd', '_', '2', '_', '4']"
372,17/06/09,20:10:54,INFO,storage.BlockManager,Found block rdd_2_3 locally,E10,Found block <*> locally,"['r', 'd', 'd', '_', '2', '_', '3']"
373,17/06/09,20:10:54,INFO,storage.BlockManager,Found block rdd_2_2 locally,E10,Found block <*> locally,"['r', 'd', 'd', '_', '2', '_', '2']"
374,17/06/09,20:10:54,INFO,storage.BlockManager,Found block rdd_2_1 locally,E10,Found block <*> locally,"['r', 'd', 'd', '_', '2', '_', '1']"
375,17/06/09,20:10:54,INFO,python.PythonRunner,"Times: total = 39, boot = -73, init = 111, finish = 1",E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>","['39', '-73', '111', '1']"
376,17/06/09,20:10:54,INFO,python.PythonRunner,"Times: total = 40, boot = -75, init = 114, finish = 1",E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>","['40', '-75', '114', '1']"
377,17/06/09,20:10:54,INFO,python.PythonRunner,"Times: total = 41, boot = -75, init = 115, finish = 1",E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>","['41', '-75', '115', '1']"
378,17/06/09,20:10:54,INFO,python.PythonRunner,"Times: total = 40, boot = -75, init = 114, finish = 1",E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>","['40', '-75', '114', '1']"
379,17/06/09,20:10:54,INFO,python.PythonRunner,"Times: total = 42, boot = -67, init = 108, finish = 1",E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>","['42', '-67', '108', '1']"
380,17/06/09,20:10:54,INFO,executor.Executor,Finished task 0.0 in stage 9.0 (TID 360). 2239 bytes result sent to driver,E9,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,"['0.0', '9.0', '360', '2239']"
381,17/06/09,20:10:54,INFO,executor.Executor,Finished task 2.0 in stage 9.0 (TID 388). 2239 bytes result sent to driver,E9,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,"['2.0', '9.0', '388', '2239']"
382,17/06/09,20:10:54,INFO,executor.Executor,Finished task 3.0 in stage 9.0 (TID 398). 2239 bytes result sent to driver,E9,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,"['3.0', '9.0', '398', '2239']"
383,17/06/09,20:10:54,INFO,executor.Executor,Finished task 1.0 in stage 9.0 (TID 374). 2298 bytes result sent to driver,E9,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,"['1.0', '9.0', '374', '2298']"
384,17/06/09,20:10:54,INFO,executor.Executor,Finished task 4.0 in stage 9.0 (TID 399). 2239 bytes result sent to driver,E9,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,"['4.0', '9.0', '399', '2239']"
385,17/06/09,20:10:54,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 402,E11,Got assigned task <*>,"['4', '0', '2']"
386,17/06/09,20:10:54,INFO,executor.Executor,Running task 0.0 in stage 10.0 (TID 402),E24,Running task <*> in stage <*> (TID <*>),"['0.0', '10.0', '402']"
387,17/06/09,20:10:54,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 416,E11,Got assigned task <*>,"['4', '1', '6']"
388,17/06/09,20:10:54,INFO,executor.Executor,Running task 1.0 in stage 10.0 (TID 416),E24,Running task <*> in stage <*> (TID <*>),"['1.0', '10.0', '416']"
389,17/06/09,20:10:54,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 430,E11,Got assigned task <*>,"['4', '3', '0']"
390,17/06/09,20:10:54,INFO,executor.Executor,Running task 2.0 in stage 10.0 (TID 430),E24,Running task <*> in stage <*> (TID <*>),"['2.0', '10.0', '430']"
391,17/06/09,20:10:54,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 438,E11,Got assigned task <*>,"['4', '3', '8']"
392,17/06/09,20:10:54,INFO,executor.Executor,Running task 3.0 in stage 10.0 (TID 438),E24,Running task <*> in stage <*> (TID <*>),"['3.0', '10.0', '438']"
393,17/06/09,20:10:54,INFO,broadcast.TorrentBroadcast,Started reading broadcast variable 19,E29,Started reading broadcast variable <*>,"['1', '9']"
394,17/06/09,20:10:54,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 439,E11,Got assigned task <*>,"['4', '3', '9']"
395,17/06/09,20:10:54,INFO,executor.Executor,Running task 4.0 in stage 10.0 (TID 439),E24,Running task <*> in stage <*> (TID <*>),"['4.0', '10.0', '439']"
396,17/06/09,20:10:54,INFO,storage.MemoryStore,"Block broadcast_19_piece0 stored as bytes in memory (estimated size 5.4 KB, free 469.4 KB)",E2,"Block <*> stored as bytes in memory (estimated size <*>, free <*>)","['broadcast_19_piece0', '5.4 KB', '469.4 KB']"
397,17/06/09,20:10:54,INFO,broadcast.TorrentBroadcast,Reading broadcast variable 19 took 12 ms,E20,Reading broadcast variable <*> took <*> ms,"['19', '12']"
398,17/06/09,20:10:54,INFO,storage.MemoryStore,"Block broadcast_19 stored as values in memory (estimated size 9.2 KB, free 478.6 KB)",E3,"Block <*> stored as values in memory (estimated size <*>, free <*>)","['broadcast_19', '9.2 KB', '478.6 KB']"
399,17/06/09,20:10:54,INFO,storage.BlockManager,Found block rdd_2_0 locally,E10,Found block <*> locally,"['r', 'd', 'd', '_', '2', '_', '0']"
400,17/06/09,20:10:54,INFO,storage.BlockManager,Found block rdd_2_4 locally,E10,Found block <*> locally,"['r', 'd', 'd', '_', '2', '_', '4']"
401,17/06/09,20:10:54,INFO,storage.BlockManager,Found block rdd_2_3 locally,E10,Found block <*> locally,"['r', 'd', 'd', '_', '2', '_', '3']"
402,17/06/09,20:10:54,INFO,storage.BlockManager,Found block rdd_2_2 locally,E10,Found block <*> locally,"['r', 'd', 'd', '_', '2', '_', '2']"
403,17/06/09,20:10:54,INFO,storage.BlockManager,Found block rdd_2_1 locally,E10,Found block <*> locally,"['r', 'd', 'd', '_', '2', '_', '1']"
404,17/06/09,20:10:54,INFO,python.PythonRunner,"Times: total = 39, boot = -124, init = 163, finish = 0",E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>","['39', '-124', '163', '0']"
405,17/06/09,20:10:54,INFO,python.PythonRunner,"Times: total = 38, boot = -123, init = 161, finish = 0",E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>","['38', '-123', '161', '0']"
406,17/06/09,20:10:54,INFO,python.PythonRunner,"Times: total = 41, boot = -126, init = 167, finish = 0",E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>","['41', '-126', '167', '0']"
407,17/06/09,20:10:54,INFO,python.PythonRunner,"Times: total = 40, boot = -127, init = 167, finish = 0",E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>","['40', '-127', '167', '0']"
408,17/06/09,20:10:54,INFO,python.PythonRunner,"Times: total = 41, boot = -115, init = 155, finish = 1",E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>","['41', '-115', '155', '1']"
409,17/06/09,20:10:54,INFO,executor.Executor,Finished task 3.0 in stage 10.0 (TID 438). 2087 bytes result sent to driver,E9,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,"['3.0', '10.0', '438', '2087']"
410,17/06/09,20:10:54,INFO,executor.Executor,Finished task 0.0 in stage 10.0 (TID 402). 2087 bytes result sent to driver,E9,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,"['0.0', '10.0', '402', '2087']"
411,17/06/09,20:10:54,INFO,executor.Executor,Finished task 4.0 in stage 10.0 (TID 439). 2087 bytes result sent to driver,E9,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,"['4.0', '10.0', '439', '2087']"
412,17/06/09,20:10:54,INFO,executor.Executor,Finished task 2.0 in stage 10.0 (TID 430). 2087 bytes result sent to driver,E9,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,"['2.0', '10.0', '430', '2087']"
413,17/06/09,20:10:54,INFO,executor.Executor,Finished task 1.0 in stage 10.0 (TID 416). 2087 bytes result sent to driver,E9,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,"['1.0', '10.0', '416', '2087']"
414,17/06/09,20:10:54,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 450,E11,Got assigned task <*>,"['4', '5', '0']"
415,17/06/09,20:10:54,INFO,executor.Executor,Running task 0.0 in stage 11.0 (TID 450),E24,Running task <*> in stage <*> (TID <*>),"['0.0', '11.0', '450']"
416,17/06/09,20:10:54,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 464,E11,Got assigned task <*>,"['4', '6', '4']"
417,17/06/09,20:10:54,INFO,executor.Executor,Running task 1.0 in stage 11.0 (TID 464),E24,Running task <*> in stage <*> (TID <*>),"['1.0', '11.0', '464']"
418,17/06/09,20:10:54,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 475,E11,Got assigned task <*>,"['4', '7', '5']"
419,17/06/09,20:10:54,INFO,executor.Executor,Running task 2.0 in stage 11.0 (TID 475),E24,Running task <*> in stage <*> (TID <*>),"['2.0', '11.0', '475']"
420,17/06/09,20:10:54,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 478,E11,Got assigned task <*>,"['4', '7', '8']"
421,17/06/09,20:10:54,INFO,broadcast.TorrentBroadcast,Started reading broadcast variable 20,E29,Started reading broadcast variable <*>,"['2', '0']"
422,17/06/09,20:10:54,INFO,executor.Executor,Running task 3.0 in stage 11.0 (TID 478),E24,Running task <*> in stage <*> (TID <*>),"['3.0', '11.0', '478']"
423,17/06/09,20:10:54,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 479,E11,Got assigned task <*>,"['4', '7', '9']"
424,17/06/09,20:10:54,INFO,executor.Executor,Running task 4.0 in stage 11.0 (TID 479),E24,Running task <*> in stage <*> (TID <*>),"['4.0', '11.0', '479']"
425,17/06/09,20:10:54,INFO,storage.MemoryStore,"Block broadcast_20_piece0 stored as bytes in memory (estimated size 5.5 KB, free 416.7 KB)",E2,"Block <*> stored as bytes in memory (estimated size <*>, free <*>)","['broadcast_20_piece0', '5.5 KB', '416.7 KB']"
426,17/06/09,20:10:54,INFO,broadcast.TorrentBroadcast,Reading broadcast variable 20 took 15 ms,E20,Reading broadcast variable <*> took <*> ms,"['20', '15']"
427,17/06/09,20:10:54,INFO,storage.MemoryStore,"Block broadcast_20 stored as values in memory (estimated size 9.8 KB, free 411.6 KB)",E3,"Block <*> stored as values in memory (estimated size <*>, free <*>)","['broadcast_20', '9.8 KB', '411.6 KB']"
428,17/06/09,20:10:54,INFO,spark.CacheManager,"Partition rdd_16_0 not found, computing it",E19,"Partition <*> not found, computing it","['r', 'd', 'd', '_', '1', '6', '_', '0']"
429,17/06/09,20:10:54,INFO,spark.CacheManager,"Partition rdd_16_4 not found, computing it",E19,"Partition <*> not found, computing it","['r', 'd', 'd', '_', '1', '6', '_', '4']"
430,17/06/09,20:10:54,INFO,spark.CacheManager,"Partition rdd_16_3 not found, computing it",E19,"Partition <*> not found, computing it","['r', 'd', 'd', '_', '1', '6', '_', '3']"
431,17/06/09,20:10:54,INFO,spark.CacheManager,"Partition rdd_16_2 not found, computing it",E19,"Partition <*> not found, computing it","['r', 'd', 'd', '_', '1', '6', '_', '2']"
432,17/06/09,20:10:54,INFO,spark.CacheManager,"Partition rdd_16_1 not found, computing it",E19,"Partition <*> not found, computing it","['r', 'd', 'd', '_', '1', '6', '_', '1']"
433,17/06/09,20:10:54,INFO,storage.BlockManager,Found block rdd_2_0 locally,E10,Found block <*> locally,"['r', 'd', 'd', '_', '2', '_', '0']"
434,17/06/09,20:10:54,INFO,storage.BlockManager,Found block rdd_2_4 locally,E10,Found block <*> locally,"['r', 'd', 'd', '_', '2', '_', '4']"
435,17/06/09,20:10:54,INFO,storage.BlockManager,Found block rdd_2_3 locally,E10,Found block <*> locally,"['r', 'd', 'd', '_', '2', '_', '3']"
436,17/06/09,20:10:54,INFO,storage.BlockManager,Found block rdd_2_2 locally,E10,Found block <*> locally,"['r', 'd', 'd', '_', '2', '_', '2']"
437,17/06/09,20:10:54,INFO,storage.BlockManager,Found block rdd_2_1 locally,E10,Found block <*> locally,"['r', 'd', 'd', '_', '2', '_', '1']"
438,17/06/09,20:10:54,INFO,python.PythonRunner,"Times: total = 40, boot = -95, init = 135, finish = 0",E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>","['40', '-95', '135', '0']"
439,17/06/09,20:10:54,INFO,python.PythonRunner,"Times: total = 39, boot = -96, init = 135, finish = 0",E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>","['39', '-96', '135', '0']"
440,17/06/09,20:10:54,INFO,python.PythonRunner,"Times: total = 42, boot = -95, init = 137, finish = 0",E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>","['42', '-95', '137', '0']"
441,17/06/09,20:10:54,INFO,python.PythonRunner,"Times: total = 42, boot = -97, init = 139, finish = 0",E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>","['42', '-97', '139', '0']"
442,17/06/09,20:10:54,INFO,python.PythonRunner,"Times: total = 43, boot = -85, init = 127, finish = 1",E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>","['43', '-85', '127', '1']"
443,17/06/09,20:10:54,INFO,storage.MemoryStore,"Block rdd_16_4 stored as bytes in memory (estimated size 263.0 B, free 386.4 KB)",E2,"Block <*> stored as bytes in memory (estimated size <*>, free <*>)","['rdd_16_4', '263.0 B', '386.4 KB']"
444,17/06/09,20:10:54,INFO,storage.MemoryStore,"Block rdd_16_0 stored as bytes in memory (estimated size 191.0 B, free 386.6 KB)",E2,"Block <*> stored as bytes in memory (estimated size <*>, free <*>)","['rdd_16_0', '191.0 B', '386.6 KB']"
445,17/06/09,20:10:54,INFO,storage.MemoryStore,"Block rdd_16_3 stored as bytes in memory (estimated size 232.0 B, free 386.8 KB)",E2,"Block <*> stored as bytes in memory (estimated size <*>, free <*>)","['rdd_16_3', '232.0 B', '386.8 KB']"
446,17/06/09,20:10:54,INFO,storage.MemoryStore,"Block rdd_16_2 stored as bytes in memory (estimated size 230.0 B, free 387.0 KB)",E2,"Block <*> stored as bytes in memory (estimated size <*>, free <*>)","['rdd_16_2', '230.0 B', '387.0 KB']"
447,17/06/09,20:10:54,INFO,storage.MemoryStore,"Block rdd_16_1 stored as bytes in memory (estimated size 351.0 B, free 387.4 KB)",E2,"Block <*> stored as bytes in memory (estimated size <*>, free <*>)","['rdd_16_1', '351.0 B', '387.4 KB']"
448,17/06/09,20:10:54,INFO,python.PythonRunner,"Times: total = 39, boot = 22, init = 17, finish = 0",E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>","['39', '22', '17', '0']"
449,17/06/09,20:10:54,INFO,python.PythonRunner,"Times: total = 41, boot = 20, init = 21, finish = 0",E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>","['41', '20', '21', '0']"
450,17/06/09,20:10:54,INFO,python.PythonRunner,"Times: total = 40, boot = 20, init = 20, finish = 0",E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>","['40', '20', '20', '0']"
451,17/06/09,20:10:54,INFO,executor.Executor,Finished task 4.0 in stage 11.0 (TID 479). 2667 bytes result sent to driver,E9,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,"['4.0', '11.0', '479', '2667']"
452,17/06/09,20:10:54,INFO,python.PythonRunner,"Times: total = 41, boot = 16, init = 25, finish = 0",E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>","['41', '16', '25', '0']"
453,17/06/09,20:10:54,INFO,python.PythonRunner,"Times: total = 40, boot = 26, init = 14, finish = 0",E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>","['40', '26', '14', '0']"
454,17/06/09,20:10:54,INFO,executor.Executor,Finished task 0.0 in stage 11.0 (TID 450). 2667 bytes result sent to driver,E9,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,"['0.0', '11.0', '450', '2667']"
455,17/06/09,20:10:54,INFO,executor.Executor,Finished task 3.0 in stage 11.0 (TID 478). 2667 bytes result sent to driver,E9,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,"['3.0', '11.0', '478', '2667']"
456,17/06/09,20:10:54,INFO,executor.Executor,Finished task 2.0 in stage 11.0 (TID 475). 2667 bytes result sent to driver,E9,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,"['2.0', '11.0', '475', '2667']"
457,17/06/09,20:10:54,INFO,executor.Executor,Finished task 1.0 in stage 11.0 (TID 464). 2667 bytes result sent to driver,E9,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,"['1.0', '11.0', '464', '2667']"
458,17/06/09,20:10:54,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 480,E11,Got assigned task <*>,"['4', '8', '0']"
459,17/06/09,20:10:54,INFO,executor.Executor,Running task 0.0 in stage 12.0 (TID 480),E24,Running task <*> in stage <*> (TID <*>),"['0.0', '12.0', '480']"
460,17/06/09,20:10:54,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 494,E11,Got assigned task <*>,"['4', '9', '4']"
461,17/06/09,20:10:54,INFO,executor.Executor,Running task 1.0 in stage 12.0 (TID 494),E24,Running task <*> in stage <*> (TID <*>),"['1.0', '12.0', '494']"
462,17/06/09,20:10:54,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 508,E11,Got assigned task <*>,"['5', '0', '8']"
463,17/06/09,20:10:54,INFO,broadcast.TorrentBroadcast,Started reading broadcast variable 21,E29,Started reading broadcast variable <*>,"['2', '1']"
464,17/06/09,20:10:54,INFO,executor.Executor,Running task 2.0 in stage 12.0 (TID 508),E24,Running task <*> in stage <*> (TID <*>),"['2.0', '12.0', '508']"
465,17/06/09,20:10:54,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 518,E11,Got assigned task <*>,"['5', '1', '8']"
466,17/06/09,20:10:54,INFO,executor.Executor,Running task 3.0 in stage 12.0 (TID 518),E24,Running task <*> in stage <*> (TID <*>),"['3.0', '12.0', '518']"
467,17/06/09,20:10:54,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 519,E11,Got assigned task <*>,"['5', '1', '9']"
468,17/06/09,20:10:54,INFO,executor.Executor,Running task 4.0 in stage 12.0 (TID 519),E24,Running task <*> in stage <*> (TID <*>),"['4.0', '12.0', '519']"
469,17/06/09,20:10:54,INFO,storage.MemoryStore,"Block broadcast_21_piece0 stored as bytes in memory (estimated size 5.7 KB, free 393.1 KB)",E2,"Block <*> stored as bytes in memory (estimated size <*>, free <*>)","['broadcast_21_piece0', '5.7 KB', '393.1 KB']"
470,17/06/09,20:10:54,INFO,broadcast.TorrentBroadcast,Reading broadcast variable 21 took 11 ms,E20,Reading broadcast variable <*> took <*> ms,"['21', '11']"
471,17/06/09,20:10:54,INFO,storage.MemoryStore,"Block broadcast_21 stored as values in memory (estimated size 10.1 KB, free 403.2 KB)",E3,"Block <*> stored as values in memory (estimated size <*>, free <*>)","['broadcast_21', '10.1 KB', '403.2 KB']"
472,17/06/09,20:10:54,INFO,storage.BlockManager,Found block rdd_16_0 locally,E10,Found block <*> locally,"['r', 'd', 'd', '_', '1', '6', '_', '0']"
473,17/06/09,20:10:54,INFO,storage.BlockManager,Found block rdd_16_4 locally,E10,Found block <*> locally,"['r', 'd', 'd', '_', '1', '6', '_', '4']"
474,17/06/09,20:10:54,INFO,storage.BlockManager,Found block rdd_16_3 locally,E10,Found block <*> locally,"['r', 'd', 'd', '_', '1', '6', '_', '3']"
475,17/06/09,20:10:54,INFO,storage.BlockManager,Found block rdd_16_2 locally,E10,Found block <*> locally,"['r', 'd', 'd', '_', '1', '6', '_', '2']"
476,17/06/09,20:10:54,INFO,storage.BlockManager,Found block rdd_16_1 locally,E10,Found block <*> locally,"['r', 'd', 'd', '_', '1', '6', '_', '1']"
477,17/06/09,20:10:55,INFO,python.PythonRunner,"Times: total = 37, boot = -162, init = 199, finish = 0",E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>","['37', '-162', '199', '0']"
478,17/06/09,20:10:55,INFO,python.PythonRunner,"Times: total = 40, boot = -157, init = 197, finish = 0",E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>","['40', '-157', '197', '0']"
479,17/06/09,20:10:55,INFO,python.PythonRunner,"Times: total = 39, boot = -157, init = 196, finish = 0",E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>","['39', '-157', '196', '0']"
480,17/06/09,20:10:55,INFO,python.PythonRunner,"Times: total = 38, boot = -146, init = 184, finish = 0",E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>","['38', '-146', '184', '0']"
481,17/06/09,20:10:55,INFO,python.PythonRunner,"Times: total = 40, boot = -156, init = 196, finish = 0",E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>","['40', '-156', '196', '0']"
482,17/06/09,20:10:55,INFO,executor.Executor,Finished task 0.0 in stage 12.0 (TID 480). 2155 bytes result sent to driver,E9,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,"['0.0', '12.0', '480', '2155']"
483,17/06/09,20:10:55,INFO,executor.Executor,Finished task 3.0 in stage 12.0 (TID 518). 2155 bytes result sent to driver,E9,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,"['3.0', '12.0', '518', '2155']"
484,17/06/09,20:10:55,INFO,executor.Executor,Finished task 4.0 in stage 12.0 (TID 519). 2155 bytes result sent to driver,E9,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,"['4.0', '12.0', '519', '2155']"
485,17/06/09,20:10:55,INFO,executor.Executor,Finished task 1.0 in stage 12.0 (TID 494). 2105 bytes result sent to driver,E9,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,"['1.0', '12.0', '494', '2105']"
486,17/06/09,20:10:55,INFO,executor.Executor,Finished task 2.0 in stage 12.0 (TID 508). 2155 bytes result sent to driver,E9,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,"['2.0', '12.0', '508', '2155']"
487,17/06/09,20:10:55,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 528,E11,Got assigned task <*>,"['5', '2', '8']"
488,17/06/09,20:10:55,INFO,executor.Executor,Running task 0.0 in stage 13.0 (TID 528),E24,Running task <*> in stage <*> (TID <*>),"['0.0', '13.0', '528']"
489,17/06/09,20:10:55,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 542,E11,Got assigned task <*>,"['5', '4', '2']"
490,17/06/09,20:10:55,INFO,executor.Executor,Running task 1.0 in stage 13.0 (TID 542),E24,Running task <*> in stage <*> (TID <*>),"['1.0', '13.0', '542']"
491,17/06/09,20:10:55,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 553,E11,Got assigned task <*>,"['5', '5', '3']"
492,17/06/09,20:10:55,INFO,executor.Executor,Running task 2.0 in stage 13.0 (TID 553),E24,Running task <*> in stage <*> (TID <*>),"['2.0', '13.0', '553']"
493,17/06/09,20:10:55,INFO,broadcast.TorrentBroadcast,Started reading broadcast variable 22,E29,Started reading broadcast variable <*>,"['2', '2']"
494,17/06/09,20:10:55,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 558,E11,Got assigned task <*>,"['5', '5', '8']"
495,17/06/09,20:10:55,INFO,executor.Executor,Running task 3.0 in stage 13.0 (TID 558),E24,Running task <*> in stage <*> (TID <*>),"['3.0', '13.0', '558']"
496,17/06/09,20:10:55,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 559,E11,Got assigned task <*>,"['5', '5', '9']"
497,17/06/09,20:10:55,INFO,executor.Executor,Running task 4.0 in stage 13.0 (TID 559),E24,Running task <*> in stage <*> (TID <*>),"['4.0', '13.0', '559']"
498,17/06/09,20:10:55,INFO,storage.MemoryStore,"Block broadcast_22_piece0 stored as bytes in memory (estimated size 5.8 KB, free 409.0 KB)",E2,"Block <*> stored as bytes in memory (estimated size <*>, free <*>)","['broadcast_22_piece0', '5.8 KB', '409.0 KB']"
499,17/06/09,20:10:55,INFO,broadcast.TorrentBroadcast,Reading broadcast variable 22 took 11 ms,E20,Reading broadcast variable <*> took <*> ms,"['22', '11']"
500,17/06/09,20:10:55,INFO,storage.MemoryStore,"Block broadcast_22 stored as values in memory (estimated size 9.6 KB, free 418.6 KB)",E3,"Block <*> stored as values in memory (estimated size <*>, free <*>)","['broadcast_22', '9.6 KB', '418.6 KB']"
501,17/06/09,20:10:55,INFO,storage.BlockManager,Found block rdd_2_0 locally,E10,Found block <*> locally,"['r', 'd', 'd', '_', '2', '_', '0']"
502,17/06/09,20:10:55,INFO,storage.BlockManager,Found block rdd_2_4 locally,E10,Found block <*> locally,"['r', 'd', 'd', '_', '2', '_', '4']"
503,17/06/09,20:10:55,INFO,storage.BlockManager,Found block rdd_2_3 locally,E10,Found block <*> locally,"['r', 'd', 'd', '_', '2', '_', '3']"
504,17/06/09,20:10:55,INFO,storage.BlockManager,Found block rdd_2_2 locally,E10,Found block <*> locally,"['r', 'd', 'd', '_', '2', '_', '2']"
505,17/06/09,20:10:55,INFO,storage.BlockManager,Found block rdd_2_1 locally,E10,Found block <*> locally,"['r', 'd', 'd', '_', '2', '_', '1']"
506,17/06/09,20:10:55,INFO,python.PythonRunner,"Times: total = 39, boot = -76, init = 114, finish = 1",E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>","['39', '-76', '114', '1']"
507,17/06/09,20:10:55,INFO,python.PythonRunner,"Times: total = 42, boot = -73, init = 114, finish = 1",E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>","['42', '-73', '114', '1']"
508,17/06/09,20:10:55,INFO,python.PythonRunner,"Times: total = 42, boot = -73, init = 114, finish = 1",E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>","['42', '-73', '114', '1']"
509,17/06/09,20:10:55,INFO,python.PythonRunner,"Times: total = 41, boot = -67, init = 107, finish = 1",E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>","['41', '-67', '107', '1']"
510,17/06/09,20:10:55,INFO,python.PythonRunner,"Times: total = 40, boot = -74, init = 113, finish = 1",E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>","['40', '-74', '113', '1']"
511,17/06/09,20:10:55,INFO,executor.Executor,Finished task 0.0 in stage 13.0 (TID 528). 2256 bytes result sent to driver,E9,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,"['0.0', '13.0', '528', '2256']"
512,17/06/09,20:10:55,INFO,executor.Executor,Finished task 4.0 in stage 13.0 (TID 559). 2241 bytes result sent to driver,E9,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,"['4.0', '13.0', '559', '2241']"
513,17/06/09,20:10:55,INFO,executor.Executor,Finished task 2.0 in stage 13.0 (TID 553). 2241 bytes result sent to driver,E9,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,"['2.0', '13.0', '553', '2241']"
514,17/06/09,20:10:55,INFO,executor.Executor,Finished task 1.0 in stage 13.0 (TID 542). 2241 bytes result sent to driver,E9,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,"['1.0', '13.0', '542', '2241']"
