LineId,Time,Level,Content,EventId,EventTemplate,ParameterList
354,Sun Dec 04 06:46:33 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>,"['/', 'e', 't', 'c', '/', 'h', 't', 't', 'p', 'd', '/', 'c', 'o', 'n', 'f', '/', 'w', 'o', 'r', 'k', 'e', 'r', 's', '2', '.', 'p', 'r', 'o', 'p', 'e', 'r', 't', 'i', 'e', 's']"
355,Sun Dec 04 06:46:33 2005,error,mod_jk child workerEnv in error state 8,E3,mod_jk child workerEnv in error state <*>,['8']
356,Sun Dec 04 06:46:34 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>,"['/', 'e', 't', 'c', '/', 'h', 't', 't', 'p', 'd', '/', 'c', 'o', 'n', 'f', '/', 'w', 'o', 'r', 'k', 'e', 'r', 's', '2', '.', 'p', 'r', 'o', 'p', 'e', 'r', 't', 'i', 'e', 's']"
357,Sun Dec 04 06:46:34 2005,error,mod_jk child workerEnv in error state 10,E3,mod_jk child workerEnv in error state <*>,"['1', '0']"
358,Sun Dec 04 06:46:34 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>,"['/', 'e', 't', 'c', '/', 'h', 't', 't', 'p', 'd', '/', 'c', 'o', 'n', 'f', '/', 'w', 'o', 'r', 'k', 'e', 'r', 's', '2', '.', 'p', 'r', 'o', 'p', 'e', 'r', 't', 'i', 'e', 's']"
359,Sun Dec 04 06:46:34 2005,error,mod_jk child workerEnv in error state 8,E3,mod_jk child workerEnv in error state <*>,['8']
360,Sun Dec 04 06:47:19 2005,notice,jk2_init() Found child 32585 in scoreboard slot 6,E1,jk2_init() Found child <*> in scoreboard slot <*>,"['32585', '6']"
361,Sun Dec 04 06:47:30 2005,notice,jk2_init() Found child 32587 in scoreboard slot 10,E1,jk2_init() Found child <*> in scoreboard slot <*>,"['32587', '10']"
362,Sun Dec 04 06:47:30 2005,notice,jk2_init() Found child 32586 in scoreboard slot 7,E1,jk2_init() Found child <*> in scoreboard slot <*>,"['32586', '7']"
363,Sun Dec 04 06:47:34 2005,notice,jk2_init() Found child 32588 in scoreboard slot 8,E1,jk2_init() Found child <*> in scoreboard slot <*>,"['32588', '8']"
364,Sun Dec 04 06:47:38 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>,"['/', 'e', 't', 'c', '/', 'h', 't', 't', 'p', 'd', '/', 'c', 'o', 'n', 'f', '/', 'w', 'o', 'r', 'k', 'e', 'r', 's', '2', '.', 'p', 'r', 'o', 'p', 'e', 'r', 't', 'i', 'e', 's']"
365,Sun Dec 04 06:47:39 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>,"['/', 'e', 't', 'c', '/', 'h', 't', 't', 'p', 'd', '/', 'c', 'o', 'n', 'f', '/', 'w', 'o', 'r', 'k', 'e', 'r', 's', '2', '.', 'p', 'r', 'o', 'p', 'e', 'r', 't', 'i', 'e', 's']"
366,Sun Dec 04 06:47:39 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>,"['/', 'e', 't', 'c', '/', 'h', 't', 't', 'p', 'd', '/', 'c', 'o', 'n', 'f', '/', 'w', 'o', 'r', 'k', 'e', 'r', 's', '2', '.', 'p', 'r', 'o', 'p', 'e', 'r', 't', 'i', 'e', 's']"
367,Sun Dec 04 06:47:43 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>,['6']
368,Sun Dec 04 06:48:09 2005,notice,jk2_init() Found child 32592 in scoreboard slot 10,E1,jk2_init() Found child <*> in scoreboard slot <*>,"['32592', '10']"
369,Sun Dec 04 06:48:09 2005,notice,jk2_init() Found child 32591 in scoreboard slot 7,E1,jk2_init() Found child <*> in scoreboard slot <*>,"['32591', '7']"
370,Sun Dec 04 06:48:22 2005,notice,jk2_init() Found child 32594 in scoreboard slot 6,E1,jk2_init() Found child <*> in scoreboard slot <*>,"['32594', '6']"
371,Sun Dec 04 06:48:22 2005,notice,jk2_init() Found child 32593 in scoreboard slot 8,E1,jk2_init() Found child <*> in scoreboard slot <*>,"['32593', '8']"
372,Sun Dec 04 06:48:48 2005,notice,jk2_init() Found child 32597 in scoreboard slot 10,E1,jk2_init() Found child <*> in scoreboard slot <*>,"['32597', '10']"
373,Sun Dec 04 06:49:06 2005,notice,jk2_init() Found child 32600 in scoreboard slot 9,E1,jk2_init() Found child <*> in scoreboard slot <*>,"['32600', '9']"
374,Sun Dec 04 06:49:06 2005,notice,jk2_init() Found child 32601 in scoreboard slot 7,E1,jk2_init() Found child <*> in scoreboard slot <*>,"['32601', '7']"
375,Sun Dec 04 06:49:23 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>,"['/', 'e', 't', 'c', '/', 'h', 't', 't', 'p', 'd', '/', 'c', 'o', 'n', 'f', '/', 'w', 'o', 'r', 'k', 'e', 'r', 's', '2', '.', 'p', 'r', 'o', 'p', 'e', 'r', 't', 'i', 'e', 's']"
376,Sun Dec 04 06:49:24 2005,error,mod_jk child workerEnv in error state 8,E3,mod_jk child workerEnv in error state <*>,['8']
377,Sun Dec 04 06:49:40 2005,notice,jk2_init() Found child 32605 in scoreboard slot 9,E1,jk2_init() Found child <*> in scoreboard slot <*>,"['32605', '9']"
378,Sun Dec 04 06:49:40 2005,notice,jk2_init() Found child 32604 in scoreboard slot 6,E1,jk2_init() Found child <*> in scoreboard slot <*>,"['32604', '6']"
379,Sun Dec 04 06:51:13 2005,notice,jk2_init() Found child 32622 in scoreboard slot 7,E1,jk2_init() Found child <*> in scoreboard slot <*>,"['32622', '7']"
380,Sun Dec 04 06:51:14 2005,notice,jk2_init() Found child 32623 in scoreboard slot 11,E1,jk2_init() Found child <*> in scoreboard slot <*>,"['32623', '11']"
381,Sun Dec 04 06:51:13 2005,notice,jk2_init() Found child 32624 in scoreboard slot 8,E1,jk2_init() Found child <*> in scoreboard slot <*>,"['32624', '8']"
382,Sun Dec 04 06:51:13 2005,notice,jk2_init() Found child 32621 in scoreboard slot 9,E1,jk2_init() Found child <*> in scoreboard slot <*>,"['32621', '9']"
383,Sun Dec 04 06:51:23 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>,"['/', 'e', 't', 'c', '/', 'h', 't', 't', 'p', 'd', '/', 'c', 'o', 'n', 'f', '/', 'w', 'o', 'r', 'k', 'e', 'r', 's', '2', '.', 'p', 'r', 'o', 'p', 'e', 'r', 't', 'i', 'e', 's']"
384,Sun Dec 04 06:51:23 2005,error,mod_jk child workerEnv in error state 7,E3,mod_jk child workerEnv in error state <*>,['7']
385,Sun Dec 04 06:51:23 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>,"['/', 'e', 't', 'c', '/', 'h', 't', 't', 'p', 'd', '/', 'c', 'o', 'n', 'f', '/', 'w', 'o', 'r', 'k', 'e', 'r', 's', '2', '.', 'p', 'r', 'o', 'p', 'e', 'r', 't', 'i', 'e', 's']"
386,Sun Dec 04 06:51:23 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>,['6']
387,Sun Dec 04 06:51:23 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>,"['/', 'e', 't', 'c', '/', 'h', 't', 't', 'p', 'd', '/', 'c', 'o', 'n', 'f', '/', 'w', 'o', 'r', 'k', 'e', 'r', 's', '2', '.', 'p', 'r', 'o', 'p', 'e', 'r', 't', 'i', 'e', 's']"
388,Sun Dec 04 06:51:23 2005,error,mod_jk child workerEnv in error state 8,E3,mod_jk child workerEnv in error state <*>,['8']
389,Sun Dec 04 06:51:23 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>,"['/', 'e', 't', 'c', '/', 'h', 't', 't', 'p', 'd', '/', 'c', 'o', 'n', 'f', '/', 'w', 'o', 'r', 'k', 'e', 'r', 's', '2', '.', 'p', 'r', 'o', 'p', 'e', 'r', 't', 'i', 'e', 's']"
390,Sun Dec 04 06:51:23 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>,['6']
391,Sun Dec 04 06:51:25 2005,notice,jk2_init() Found child 32626 in scoreboard slot 6,E1,jk2_init() Found child <*> in scoreboard slot <*>,"['32626', '6']"
392,Sun Dec 04 06:51:26 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>,"['/', 'e', 't', 'c', '/', 'h', 't', 't', 'p', 'd', '/', 'c', 'o', 'n', 'f', '/', 'w', 'o', 'r', 'k', 'e', 'r', 's', '2', '.', 'p', 'r', 'o', 'p', 'e', 'r', 't', 'i', 'e', 's']"
393,Sun Dec 04 06:51:26 2005,error,mod_jk child workerEnv in error state 9,E3,mod_jk child workerEnv in error state <*>,['9']
394,Sun Dec 04 06:52:07 2005,notice,jk2_init() Found child 32627 in scoreboard slot 9,E1,jk2_init() Found child <*> in scoreboard slot <*>,"['32627', '9']"
395,Sun Dec 04 06:52:08 2005,notice,jk2_init() Found child 32628 in scoreboard slot 7,E1,jk2_init() Found child <*> in scoreboard slot <*>,"['32628', '7']"
396,Sun Dec 04 06:52:13 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>,"['/', 'e', 't', 'c', '/', 'h', 't', 't', 'p', 'd', '/', 'c', 'o', 'n', 'f', '/', 'w', 'o', 'r', 'k', 'e', 'r', 's', '2', '.', 'p', 'r', 'o', 'p', 'e', 'r', 't', 'i', 'e', 's']"
397,Sun Dec 04 06:52:14 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>,"['/', 'e', 't', 'c', '/', 'h', 't', 't', 'p', 'd', '/', 'c', 'o', 'n', 'f', '/', 'w', 'o', 'r', 'k', 'e', 'r', 's', '2', '.', 'p', 'r', 'o', 'p', 'e', 'r', 't', 'i', 'e', 's']"
398,Sun Dec 04 06:52:15 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>,['6']
399,Sun Dec 04 06:52:15 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>,['6']
400,Sun Dec 04 06:52:27 2005,notice,jk2_init() Found child 32630 in scoreboard slot 8,E1,jk2_init() Found child <*> in scoreboard slot <*>,"['32630', '8']"
401,Sun Dec 04 06:52:27 2005,notice,jk2_init() Found child 32629 in scoreboard slot 10,E1,jk2_init() Found child <*> in scoreboard slot <*>,"['32629', '10']"
402,Sun Dec 04 06:52:39 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>,"['/', 'e', 't', 'c', '/', 'h', 't', 't', 'p', 'd', '/', 'c', 'o', 'n', 'f', '/', 'w', 'o', 'r', 'k', 'e', 'r', 's', '2', '.', 'p', 'r', 'o', 'p', 'e', 'r', 't', 'i', 'e', 's']"
403,Sun Dec 04 06:52:39 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>,"['/', 'e', 't', 'c', '/', 'h', 't', 't', 'p', 'd', '/', 'c', 'o', 'n', 'f', '/', 'w', 'o', 'r', 'k', 'e', 'r', 's', '2', '.', 'p', 'r', 'o', 'p', 'e', 'r', 't', 'i', 'e', 's']"
404,Sun Dec 04 06:52:41 2005,error,mod_jk child workerEnv in error state 9,E3,mod_jk child workerEnv in error state <*>,['9']
405,Sun Dec 04 06:52:41 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>,['6']
406,Sun Dec 04 06:53:04 2005,notice,jk2_init() Found child 32633 in scoreboard slot 9,E1,jk2_init() Found child <*> in scoreboard slot <*>,"['32633', '9']"
407,Sun Dec 04 06:53:04 2005,notice,jk2_init() Found child 32634 in scoreboard slot 11,E1,jk2_init() Found child <*> in scoreboard slot <*>,"['32634', '11']"
408,Sun Dec 04 06:53:04 2005,notice,jk2_init() Found child 32632 in scoreboard slot 7,E1,jk2_init() Found child <*> in scoreboard slot <*>,"['32632', '7']"
409,Sun Dec 04 06:53:23 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>,"['/', 'e', 't', 'c', '/', 'h', 't', 't', 'p', 'd', '/', 'c', 'o', 'n', 'f', '/', 'w', 'o', 'r', 'k', 'e', 'r', 's', '2', '.', 'p', 'r', 'o', 'p', 'e', 'r', 't', 'i', 'e', 's']"
410,Sun Dec 04 06:53:26 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>,['6']
411,Sun Dec 04 06:53:38 2005,notice,jk2_init() Found child 32636 in scoreboard slot 6,E1,jk2_init() Found child <*> in scoreboard slot <*>,"['32636', '6']"
412,Sun Dec 04 06:53:37 2005,notice,jk2_init() Found child 32637 in scoreboard slot 7,E1,jk2_init() Found child <*> in scoreboard slot <*>,"['32637', '7']"
413,Sun Dec 04 06:53:37 2005,notice,jk2_init() Found child 32638 in scoreboard slot 9,E1,jk2_init() Found child <*> in scoreboard slot <*>,"['32638', '9']"
414,Sun Dec 04 06:54:04 2005,notice,jk2_init() Found child 32640 in scoreboard slot 8,E1,jk2_init() Found child <*> in scoreboard slot <*>,"['32640', '8']"
415,Sun Dec 04 06:54:04 2005,notice,jk2_init() Found child 32641 in scoreboard slot 6,E1,jk2_init() Found child <*> in scoreboard slot <*>,"['32641', '6']"
416,Sun Dec 04 06:54:04 2005,notice,jk2_init() Found child 32642 in scoreboard slot 7,E1,jk2_init() Found child <*> in scoreboard slot <*>,"['32642', '7']"
417,Sun Dec 04 06:54:35 2005,notice,jk2_init() Found child 32646 in scoreboard slot 6,E1,jk2_init() Found child <*> in scoreboard slot <*>,"['32646', '6']"
418,Sun Dec 04 06:55:00 2005,notice,jk2_init() Found child 32648 in scoreboard slot 9,E1,jk2_init() Found child <*> in scoreboard slot <*>,"['32648', '9']"
419,Sun Dec 04 06:55:00 2005,notice,jk2_init() Found child 32652 in scoreboard slot 7,E1,jk2_init() Found child <*> in scoreboard slot <*>,"['32652', '7']"
420,Sun Dec 04 06:55:00 2005,notice,jk2_init() Found child 32649 in scoreboard slot 10,E1,jk2_init() Found child <*> in scoreboard slot <*>,"['32649', '10']"
421,Sun Dec 04 06:55:00 2005,notice,jk2_init() Found child 32651 in scoreboard slot 6,E1,jk2_init() Found child <*> in scoreboard slot <*>,"['32651', '6']"
422,Sun Dec 04 06:55:00 2005,notice,jk2_init() Found child 32650 in scoreboard slot 8,E1,jk2_init() Found child <*> in scoreboard slot <*>,"['32650', '8']"
423,Sun Dec 04 06:55:19 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>,"['/', 'e', 't', 'c', '/', 'h', 't', 't', 'p', 'd', '/', 'c', 'o', 'n', 'f', '/', 'w', 'o', 'r', 'k', 'e', 'r', 's', '2', '.', 'p', 'r', 'o', 'p', 'e', 'r', 't', 'i', 'e', 's']"
424,Sun Dec 04 06:55:19 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>,"['/', 'e', 't', 'c', '/', 'h', 't', 't', 'p', 'd', '/', 'c', 'o', 'n', 'f', '/', 'w', 'o', 'r', 'k', 'e', 'r', 's', '2', '.', 'p', 'r', 'o', 'p', 'e', 'r', 't', 'i', 'e', 's']"
425,Sun Dec 04 06:55:19 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>,"['/', 'e', 't', 'c', '/', 'h', 't', 't', 'p', 'd', '/', 'c', 'o', 'n', 'f', '/', 'w', 'o', 'r', 'k', 'e', 'r', 's', '2', '.', 'p', 'r', 'o', 'p', 'e', 'r', 't', 'i', 'e', 's']"
426,Sun Dec 04 06:55:23 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>,['6']
427,Sun Dec 04 06:55:23 2005,error,mod_jk child workerEnv in error state 8,E3,mod_jk child workerEnv in error state <*>,['8']
428,Sun Dec 04 06:55:23 2005,error,mod_jk child workerEnv in error state 9,E3,mod_jk child workerEnv in error state <*>,['9']
429,Sun Dec 04 06:55:55 2005,notice,jk2_init() Found child 32660 in scoreboard slot 6,E1,jk2_init() Found child <*> in scoreboard slot <*>,"['32660', '6']"
430,Sun Dec 04 06:55:54 2005,notice,jk2_init() Found child 32658 in scoreboard slot 10,E1,jk2_init() Found child <*> in scoreboard slot <*>,"['32658', '10']"
431,Sun Dec 04 06:55:54 2005,notice,jk2_init() Found child 32659 in scoreboard slot 8,E1,jk2_init() Found child <*> in scoreboard slot <*>,"['32659', '8']"
432,Sun Dec 04 06:55:54 2005,notice,jk2_init() Found child 32657 in scoreboard slot 9,E1,jk2_init() Found child <*> in scoreboard slot <*>,"['32657', '9']"
433,Sun Dec 04 06:56:10 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>,"['/', 'e', 't', 'c', '/', 'h', 't', 't', 'p', 'd', '/', 'c', 'o', 'n', 'f', '/', 'w', 'o', 'r', 'k', 'e', 'r', 's', '2', '.', 'p', 'r', 'o', 'p', 'e', 'r', 't', 'i', 'e', 's']"
434,Sun Dec 04 06:56:17 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>,['6']
435,Sun Dec 04 06:56:37 2005,notice,jk2_init() Found child 32663 in scoreboard slot 10,E1,jk2_init() Found child <*> in scoreboard slot <*>,"['32663', '10']"
436,Sun Dec 04 06:56:37 2005,notice,jk2_init() Found child 32664 in scoreboard slot 8,E1,jk2_init() Found child <*> in scoreboard slot <*>,"['32664', '8']"
437,Sun Dec 04 06:57:19 2005,notice,jk2_init() Found child 32670 in scoreboard slot 6,E1,jk2_init() Found child <*> in scoreboard slot <*>,"['32670', '6']"
438,Sun Dec 04 06:57:19 2005,notice,jk2_init() Found child 32667 in scoreboard slot 9,E1,jk2_init() Found child <*> in scoreboard slot <*>,"['32667', '9']"
439,Sun Dec 04 06:57:19 2005,notice,jk2_init() Found child 32668 in scoreboard slot 10,E1,jk2_init() Found child <*> in scoreboard slot <*>,"['32668', '10']"
440,Sun Dec 04 06:57:19 2005,notice,jk2_init() Found child 32669 in scoreboard slot 8,E1,jk2_init() Found child <*> in scoreboard slot <*>,"['32669', '8']"
441,Sun Dec 04 06:57:19 2005,notice,jk2_init() Found child 32671 in scoreboard slot 7,E1,jk2_init() Found child <*> in scoreboard slot <*>,"['32671', '7']"
442,Sun Dec 04 06:57:23 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>,"['/', 'e', 't', 'c', '/', 'h', 't', 't', 'p', 'd', '/', 'c', 'o', 'n', 'f', '/', 'w', 'o', 'r', 'k', 'e', 'r', 's', '2', '.', 'p', 'r', 'o', 'p', 'e', 'r', 't', 'i', 'e', 's']"
443,Sun Dec 04 06:57:23 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>,"['/', 'e', 't', 'c', '/', 'h', 't', 't', 'p', 'd', '/', 'c', 'o', 'n', 'f', '/', 'w', 'o', 'r', 'k', 'e', 'r', 's', '2', '.', 'p', 'r', 'o', 'p', 'e', 'r', 't', 'i', 'e', 's']"
444,Sun Dec 04 06:57:23 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>,['6']
445,Sun Dec 04 06:57:23 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>,['6']
446,Sun Dec 04 06:57:23 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>,"['/', 'e', 't', 'c', '/', 'h', 't', 't', 'p', 'd', '/', 'c', 'o', 'n', 'f', '/', 'w', 'o', 'r', 'k', 'e', 'r', 's', '2', '.', 'p', 'r', 'o', 'p', 'e', 'r', 't', 'i', 'e', 's']"
447,Sun Dec 04 06:57:23 2005,error,mod_jk child workerEnv in error state 9,E3,mod_jk child workerEnv in error state <*>,['9']
448,Sun Dec 04 06:57:23 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>,"['/', 'e', 't', 'c', '/', 'h', 't', 't', 'p', 'd', '/', 'c', 'o', 'n', 'f', '/', 'w', 'o', 'r', 'k', 'e', 'r', 's', '2', '.', 'p', 'r', 'o', 'p', 'e', 'r', 't', 'i', 'e', 's']"
449,Sun Dec 04 06:57:23 2005,error,mod_jk child workerEnv in error state 8,E3,mod_jk child workerEnv in error state <*>,['8']
450,Sun Dec 04 06:57:24 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>,"['/', 'e', 't', 'c', '/', 'h', 't', 't', 'p', 'd', '/', 'c', 'o', 'n', 'f', '/', 'w', 'o', 'r', 'k', 'e', 'r', 's', '2', '.', 'p', 'r', 'o', 'p', 'e', 'r', 't', 'i', 'e', 's']"
451,Sun Dec 04 06:57:24 2005,error,mod_jk child workerEnv in error state 9,E3,mod_jk child workerEnv in error state <*>,['9']
452,Sun Dec 04 06:58:12 2005,notice,jk2_init() Found child 32674 in scoreboard slot 8,E1,jk2_init() Found child <*> in scoreboard slot <*>,"['32674', '8']"
453,Sun Dec 04 06:58:13 2005,notice,jk2_init() Found child 32672 in scoreboard slot 9,E1,jk2_init() Found child <*> in scoreboard slot <*>,"['32672', '9']"
454,Sun Dec 04 06:58:13 2005,notice,jk2_init() Found child 32673 in scoreboard slot 10,E1,jk2_init() Found child <*> in scoreboard slot <*>,"['32673', '10']"
455,Sun Dec 04 06:58:27 2005,notice,jk2_init() Found child 32675 in scoreboard slot 6,E1,jk2_init() Found child <*> in scoreboard slot <*>,"['32675', '6']"
456,Sun Dec 04 06:58:28 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>,"['/', 'e', 't', 'c', '/', 'h', 't', 't', 'p', 'd', '/', 'c', 'o', 'n', 'f', '/', 'w', 'o', 'r', 'k', 'e', 'r', 's', '2', '.', 'p', 'r', 'o', 'p', 'e', 'r', 't', 'i', 'e', 's']"
457,Sun Dec 04 06:58:28 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>,"['/', 'e', 't', 'c', '/', 'h', 't', 't', 'p', 'd', '/', 'c', 'o', 'n', 'f', '/', 'w', 'o', 'r', 'k', 'e', 'r', 's', '2', '.', 'p', 'r', 'o', 'p', 'e', 'r', 't', 'i', 'e', 's']"
458,Sun Dec 04 06:58:29 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>,['6']
459,Sun Dec 04 06:58:29 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>,['6']
460,Sun Dec 04 06:58:51 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>,"['/', 'e', 't', 'c', '/', 'h', 't', 't', 'p', 'd', '/', 'c', 'o', 'n', 'f', '/', 'w', 'o', 'r', 'k', 'e', 'r', 's', '2', '.', 'p', 'r', 'o', 'p', 'e', 'r', 't', 'i', 'e', 's']"
461,Sun Dec 04 06:58:53 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>,['6']
462,Sun Dec 04 06:58:54 2005,notice,jk2_init() Found child 32677 in scoreboard slot 7,E1,jk2_init() Found child <*> in scoreboard slot <*>,"['32677', '7']"
463,Sun Dec 04 06:58:54 2005,notice,jk2_init() Found child 32676 in scoreboard slot 9,E1,jk2_init() Found child <*> in scoreboard slot <*>,"['32676', '9']"
464,Sun Dec 04 06:58:54 2005,notice,jk2_init() Found child 32678 in scoreboard slot 10,E1,jk2_init() Found child <*> in scoreboard slot <*>,"['32678', '10']"
465,Sun Dec 04 06:59:28 2005,notice,jk2_init() Found child 32679 in scoreboard slot 8,E1,jk2_init() Found child <*> in scoreboard slot <*>,"['32679', '8']"
466,Sun Dec 04 06:59:28 2005,notice,jk2_init() Found child 32680 in scoreboard slot 6,E1,jk2_init() Found child <*> in scoreboard slot <*>,"['32680', '6']"
467,Sun Dec 04 06:59:34 2005,notice,jk2_init() Found child 32681 in scoreboard slot 9,E1,jk2_init() Found child <*> in scoreboard slot <*>,"['32681', '9']"
468,Sun Dec 04 06:59:34 2005,notice,jk2_init() Found child 32682 in scoreboard slot 7,E1,jk2_init() Found child <*> in scoreboard slot <*>,"['32682', '7']"
469,Sun Dec 04 06:59:38 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>,"['/', 'e', 't', 'c', '/', 'h', 't', 't', 'p', 'd', '/', 'c', 'o', 'n', 'f', '/', 'w', 'o', 'r', 'k', 'e', 'r', 's', '2', '.', 'p', 'r', 'o', 'p', 'e', 'r', 't', 'i', 'e', 's']"
470,Sun Dec 04 06:59:40 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>,['6']
471,Sun Dec 04 06:59:45 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>,"['/', 'e', 't', 'c', '/', 'h', 't', 't', 'p', 'd', '/', 'c', 'o', 'n', 'f', '/', 'w', 'o', 'r', 'k', 'e', 'r', 's', '2', '.', 'p', 'r', 'o', 'p', 'e', 'r', 't', 'i', 'e', 's']"
472,Sun Dec 04 06:59:45 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>,"['/', 'e', 't', 'c', '/', 'h', 't', 't', 'p', 'd', '/', 'c', 'o', 'n', 'f', '/', 'w', 'o', 'r', 'k', 'e', 'r', 's', '2', '.', 'p', 'r', 'o', 'p', 'e', 'r', 't', 'i', 'e', 's']"
473,Sun Dec 04 06:59:47 2005,error,mod_jk child workerEnv in error state 8,E3,mod_jk child workerEnv in error state <*>,['8']
474,Sun Dec 04 06:59:47 2005,error,mod_jk child workerEnv in error state 7,E3,mod_jk child workerEnv in error state <*>,['7']
475,Sun Dec 04 06:59:59 2005,notice,jk2_init() Found child 32683 in scoreboard slot 10,E1,jk2_init() Found child <*> in scoreboard slot <*>,"['32683', '10']"
476,Sun Dec 04 07:00:06 2005,notice,jk2_init() Found child 32685 in scoreboard slot 6,E1,jk2_init() Found child <*> in scoreboard slot <*>,"['32685', '6']"
477,Sun Dec 04 07:00:32 2005,notice,jk2_init() Found child 32688 in scoreboard slot 11,E1,jk2_init() Found child <*> in scoreboard slot <*>,"['32688', '11']"
478,Sun Dec 04 07:00:32 2005,notice,jk2_init() Found child 32695 in scoreboard slot 8,E1,jk2_init() Found child <*> in scoreboard slot <*>,"['32695', '8']"
479,Sun Dec 04 07:00:32 2005,notice,jk2_init() Found child 32696 in scoreboard slot 6,E1,jk2_init() Found child <*> in scoreboard slot <*>,"['32696', '6']"
480,Sun Dec 04 07:01:25 2005,notice,jk2_init() Found child 32701 in scoreboard slot 10,E1,jk2_init() Found child <*> in scoreboard slot <*>,"['32701', '10']"
481,Sun Dec 04 07:01:26 2005,notice,jk2_init() Found child 32702 in scoreboard slot 11,E1,jk2_init() Found child <*> in scoreboard slot <*>,"['32702', '11']"
482,Sun Dec 04 07:01:55 2005,notice,jk2_init() Found child 32711 in scoreboard slot 10,E1,jk2_init() Found child <*> in scoreboard slot <*>,"['32711', '10']"
