LineId,Month,Date,Time,User,Component,PID,Address,Content,EventId,EventTemplate,ParameterList
469,Jul,3,11:39:18,authorMacBook-Pro,com.apple.WebKit.WebContent,32778,,[11:39:18.356] <<<< IQ-CA >>>> piqca_setUsePreQueue: (0x7fce15069400) rejecting report of layer being serviced - IQ has not yet begun to update,E16,[<*>:<*>:<*>] <<<< IQ-CA >>>> piqca_setUsePreQueue: (<*>) rejecting report of layer being serviced - IQ has not yet begun to update,"['11', '39', '18.356', '0x7fce15069400']"
470,Jul,3,11:41:18,authorMacBook-Pro,com.apple.WebKit.WebContent,32778,,[11:41:18.041] <<<< IQ-CA >>>> piqca_setUsePreQueue: (0x7fce16267800) rejecting report of layer being serviced - IQ has not yet begun to update,E16,[<*>:<*>:<*>] <<<< IQ-CA >>>> piqca_setUsePreQueue: (<*>) rejecting report of layer being serviced - IQ has not yet begun to update,"['11', '41', '18.041', '0x7fce16267800']"
471,Jul,3,11:48:35,authorMacBook-Pro,com.apple.WebKit.WebContent,32778,,[11:48:35.539] <<<< Boss >>>> figPlaybackBossPrerollCompleted: unexpected preroll-complete notification,E12,[<*>:<*>:<*>] <<<< Boss >>>> figPlaybackBossPrerollCompleted: unexpected preroll-complete notification,"['11', '48', '35.539']"
472,Jul,3,11:50:02,authorMacBook-Pro,com.apple.WebKit.WebContent,32778,,[11:50:02.531] itemasync_SetProperty signalled err=-12785 (kFigBaseObjectError_Invalidated) (invalidated) at /Library/Caches/com.apple.xbs/Sources/CoreMedia/CoreMedia-1731.15.207/Prototypes/Player/FigPlayer_Async.c line 2306,E19,[<*>:<*>:<*>] itemasync_SetProperty signalled err=<*> (kFigBaseObjectError_Invalidated) (invalidated) at <*> line <*>,"['11', '50', '02.531', '-12785', '/Library/Caches/com.apple.xbs/Sources/CoreMedia/CoreMedia-1731.15.207/Prototypes/Player/FigPlayer_Async.c', '2306']"
473,Jul,3,11:50:13,authorMacBook-Pro,com.apple.WebKit.WebContent,32778,,[11:50:13.362] itemasync_SetProperty signalled err=-12785 (kFigBaseObjectError_Invalidated) (invalidated) at /Library/Caches/com.apple.xbs/Sources/CoreMedia/CoreMedia-1731.15.207/Prototypes/Player/FigPlayer_Async.c line 2306,E19,[<*>:<*>:<*>] itemasync_SetProperty signalled err=<*> (kFigBaseObjectError_Invalidated) (invalidated) at <*> line <*>,"['11', '50', '13.362', '-12785', '/Library/Caches/com.apple.xbs/Sources/CoreMedia/CoreMedia-1731.15.207/Prototypes/Player/FigPlayer_Async.c', '2306']"
474,Jul,3,11:51:29,authorMacBook-Pro,com.apple.WebKit.WebContent,32778,,[11:51:29.334] itemasync_SetProperty signalled err=-12785 (kFigBaseObjectError_Invalidated) (invalidated) at /Library/Caches/com.apple.xbs/Sources/CoreMedia/CoreMedia-1731.15.207/Prototypes/Player/FigPlayer_Async.c line 2306,E19,[<*>:<*>:<*>] itemasync_SetProperty signalled err=<*> (kFigBaseObjectError_Invalidated) (invalidated) at <*> line <*>,"['11', '51', '29.334', '-12785', '/Library/Caches/com.apple.xbs/Sources/CoreMedia/CoreMedia-1731.15.207/Prototypes/Player/FigPlayer_Async.c', '2306']"
475,Jul,3,11:56:05,authorMacBook-Pro,com.apple.WebKit.WebContent,32778,,[11:56:05.232] <<<< Boss >>>> figPlaybackBossPrerollCompleted: unexpected preroll-complete notification,E12,[<*>:<*>:<*>] <<<< Boss >>>> figPlaybackBossPrerollCompleted: unexpected preroll-complete notification,"['11', '56', '05.232']"
476,Jul,3,11:58:00,authorMacBook-Pro,com.apple.WebKit.WebContent,32778,,[11:58:00.829] <<<< Boss >>>> figPlaybackBossPrerollCompleted: unexpected preroll-complete notification,E12,[<*>:<*>:<*>] <<<< Boss >>>> figPlaybackBossPrerollCompleted: unexpected preroll-complete notification,"['11', '58', '00.829']"
477,Jul,3,11:58:36,authorMacBook-Pro,com.apple.WebKit.WebContent,32778,,[11:58:36.563] itemasync_CopyProperty signalled err=-12785 (kFigBaseObjectError_Invalidated) (invalidated) at /Library/Caches/com.apple.xbs/Sources/CoreMedia/CoreMedia-1731.15.207/Prototypes/Player/FigPlayer_Async.c line 2092,E18,[<*>:<*>:<*>] itemasync_CopyProperty signalled err=<*> (kFigBaseObjectError_Invalidated) (invalidated) at <*> line <*>,"['11', '58', '36.563', '-12785', '/Library/Caches/com.apple.xbs/Sources/CoreMedia/CoreMedia-1731.15.207/Prototypes/Player/FigPlayer_Async.c', '2092']"
478,Jul,3,12:02:22,authorMacBook-Pro,com.apple.WebKit.WebContent,32778,,[12:02:22.126] FigAgglomeratorSetObjectForKey signalled err=-16020 (kFigStringConformerError_ParamErr) (NULL key) at /Library/Caches/com.apple.xbs/Sources/CoreMedia/CoreMedia-1731.15.207/Prototypes/LegibleOutput/FigAgglomerator.c line 92,E17,[<*>:<*>:<*>] FigAgglomeratorSetObjectForKey signalled err=<*> (kFigStringConformerError_ParamErr) (<*> key) at <*> line <*>,"['12', '02', '22.126', '-16020', 'NULL', '/Library/Caches/com.apple.xbs/Sources/CoreMedia/CoreMedia-1731.15.207/Prototypes/LegibleOutput/FigAgglomerator.c', '92']"
479,Jul,3,12:03:48,authorMacBook-Pro,com.apple.WebKit.WebContent,32778,,[12:03:48.669] <<<< Boss >>>> figPlaybackBossPrerollCompleted: unexpected preroll-complete notification,E12,[<*>:<*>:<*>] <<<< Boss >>>> figPlaybackBossPrerollCompleted: unexpected preroll-complete notification,"['12', '03', '48.669']"
480,Jul,3,12:04:32,authorMacBook-Pro,com.apple.WebKit.WebContent,32778,,[12:04:32.065] <<<< Boss >>>> figPlaybackBossPrerollCompleted: unexpected preroll-complete notification,E12,[<*>:<*>:<*>] <<<< Boss >>>> figPlaybackBossPrerollCompleted: unexpected preroll-complete notification,"['12', '04', '32.065']"
481,Jul,3,12:11:47,authorMacBook-Pro,com.apple.WebKit.WebContent,32778,,[12:11:47.043] itemasync_CopyProperty signalled err=-12785 (kFigBaseObjectError_Invalidated) (invalidated) at /Library/Caches/com.apple.xbs/Sources/CoreMedia/CoreMedia-1731.15.207/Prototypes/Player/FigPlayer_Async.c line 2092,E18,[<*>:<*>:<*>] itemasync_CopyProperty signalled err=<*> (kFigBaseObjectError_Invalidated) (invalidated) at <*> line <*>,"['12', '11', '47.043', '-12785', '/Library/Caches/com.apple.xbs/Sources/CoreMedia/CoreMedia-1731.15.207/Prototypes/Player/FigPlayer_Async.c', '2092']"
482,Jul,3,12:22:42,authorMacBook-Pro,com.apple.WebKit.WebContent,32778,,[12:22:42.202] itemasync_SetProperty signalled err=-12785 (kFigBaseObjectError_Invalidated) (invalidated) at /Library/Caches/com.apple.xbs/Sources/CoreMedia/CoreMedia-1731.15.207/Prototypes/Player/FigPlayer_Async.c line 2306,E19,[<*>:<*>:<*>] itemasync_SetProperty signalled err=<*> (kFigBaseObjectError_Invalidated) (invalidated) at <*> line <*>,"['12', '22', '42.202', '-12785', '/Library/Caches/com.apple.xbs/Sources/CoreMedia/CoreMedia-1731.15.207/Prototypes/Player/FigPlayer_Async.c', '2306']"
483,Jul,3,12:31:16,authorMacBook-Pro,ntpd,207,,wake time set -0.855670 s,E339,wake time set <*> s,"['-', '0', '.', '8', '5', '5', '6', '7', '0']"
484,Jul,3,12:31:55,authorMacBook-Pro,kernel,0,,"Opened file /var/log/SleepWakeStacks.bin, size 172032, extents 1, maxio 2000000 ssd 1",E280,"Opened file <*>, size <*>, extents <*>, maxio <*> ssd <*>","['/var/log/SleepWakeStacks.bin', '172032', '1', '2000000', '1']"
485,Jul,3,12:35:55,authorMacBook-Pro,locationd,82,,"NETWORK: no response from server, reachability, 2, queryRetries, 0",E270,"NETWORK: no response from server, reachability, <*>, queryRetries, <*>","['2', '0']"
486,Jul,3,12:35:56,authorMacBook-Pro,kernel,0,,"IO80211AWDLPeerManager::setAwdlSuspendedMode() Suspending AWDL, enterQuietMode(true)",E61,"<*>::setAwdlSuspendedMode() Suspending AWDL, enterQuietMode(<*>)","['IO80211AWDLPeerManager', 'true']"
487,Jul,3,12:36:01,authorMacBook-Pro,symptomsd,215,,-[NetworkAnalyticsEngine _writeJournalRecord:fromCellFingerprint:key:atLOI:ofKind:lqm:isFaulty:] Hashing of the primary key failed. Dropping the journal record.,E44,-[NetworkAnalyticsEngine _writeJournalRecord:fromCellFingerprint:key:atLOI:ofKind:lqm:isFaulty:] Hashing of the primary key failed. Dropping the journal record.,"['-', '[', 'N', 'e', 't', 'w', 'o', 'r', 'k', 'A', 'n', 'a', 'l', 'y', 't', 'i', 'c', 's', 'E', 'n', 'g', 'i', 'n', 'e', ' ', '_', 'w', 'r', 'i', 't', 'e', 'J', 'o', 'u', 'r', 'n', 'a', 'l', 'R', 'e', 'c', 'o', 'r', 'd', ':', 'f', 'r', 'o', 'm', 'C', 'e', 'l', 'l', 'F', 'i', 'n', 'g', 'e', 'r', 'p', 'r', 'i', 'n', 't', ':', 'k', 'e', 'y', ':', 'a', 't', 'L', 'O', 'I', ':', 'o', 'f', 'K', 'i', 'n', 'd', ':', 'l', 'q', 'm', ':', 'i', 's', 'F', 'a', 'u', 'l', 't', 'y', ':', ']', ' ', 'H', 'a', 's', 'h', 'i', 'n', 'g', ' ', 'o', 'f', ' ', 't', 'h', 'e', ' ', 'p', 'r', 'i', 'm', 'a', 'r', 'y', ' ', 'k', 'e', 'y', ' ', 'f', 'a', 'i', 'l', 'e', 'd', '.', ' ', 'D', 'r', 'o', 'p', 'p', 'i', 'n', 'g', ' ', 't', 'h', 'e', ' ', 'j', 'o', 'u', 'r', 'n', 'a', 'l', ' ', 'r', 'e', 'c', 'o', 'r', 'd', '.']"
488,Jul,3,12:36:01,authorMacBook-Pro,kernel,0,,"Unexpected payload found for message 9, dataLen 0",E327,"Unexpected payload found for message <*>, dataLen <*>","['9', '0']"
489,Jul,3,12:36:38,calvisitor-10-105-160-237,corecaptured,33373,,CCFile::captureLog,E167,CCFile::captureLog,"['C', 'C', 'F', 'i', 'l', 'e', ':', ':', 'c', 'a', 'p', 't', 'u', 'r', 'e', 'L', 'o', 'g']"
490,Jul,3,12:36:44,calvisitor-10-105-160-237,kernel,0,,en0: Supported channels 1 2 3 4 5 6 7 8 9 10 11 12 13 36 40 44 48 52 56 60 64 100 104 108 112 116 120 124 128 132 136 140 144 149 153 157 161,E210,en0: Supported channels <*>,"['1', ' ', '2', ' ', '3', ' ', '4', ' ', '5', ' ', '6', ' ', '7', ' ', '8', ' ', '9', ' ', '1', '0', ' ', '1', '1', ' ', '1', '2', ' ', '1', '3', ' ', '3', '6', ' ', '4', '0', ' ', '4', '4', ' ', '4', '8', ' ', '5', '2', ' ', '5', '6', ' ', '6', '0', ' ', '6', '4', ' ', '1', '0', '0', ' ', '1', '0', '4', ' ', '1', '0', '8', ' ', '1', '1', '2', ' ', '1', '1', '6', ' ', '1', '2', '0', ' ', '1', '2', '4', ' ', '1', '2', '8', ' ', '1', '3', '2', ' ', '1', '3', '6', ' ', '1', '4', '0', ' ', '1', '4', '4', ' ', '1', '4', '9', ' ', '1', '5', '3', ' ', '1', '5', '7', ' ', '1', '6', '1']"
491,Jul,3,12:54:59,calvisitor-10-105-160-237,AddressBookSourceSync,33405,,Unrecognized attribute value: t:AbchPersonItemType,E328,Unrecognized attribute value: t:AbchPersonItemType,"['U', 'n', 'r', 'e', 'c', 'o', 'g', 'n', 'i', 'z', 'e', 'd', ' ', 'a', 't', 't', 'r', 'i', 'b', 'u', 't', 'e', ' ', 'v', 'a', 'l', 'u', 'e', ':', ' ', 't', ':', 'A', 'b', 'c', 'h', 'P', 'e', 'r', 's', 'o', 'n', 'I', 't', 'e', 'm', 'T', 'y', 'p', 'e']"
492,Jul,3,12:55:31,calvisitor-10-105-160-237,kernel,0,,AppleCamIn::systemWakeCall - messageType = 0xE0000340,E120,AppleCamIn::systemWakeCall - messageType = <*>,"['0', 'x', 'E', '0', '0', '0', '0', '3', '4', '0']"
493,Jul,3,13:21:50,calvisitor-10-105-160-237,kernel,0,,ARPT: 681387.132167: AirPort_Brcm43xx::powerChange: System Wake - Full Wake/ Dark Wake / Maintenance wake,E127,ARPT: <*>: <*>::powerChange: System Wake - Full Wake/ Dark Wake / Maintenance wake,"['681387.132167', 'AirPort_Brcm43xx']"
494,Jul,3,13:31:32,calvisitor-10-105-160-237,kernel,0,,AppleCamIn::systemWakeCall - messageType = 0xE0000340,E120,AppleCamIn::systemWakeCall - messageType = <*>,"['0', 'x', 'E', '0', '0', '0', '0', '3', '4', '0']"
495,Jul,3,13:31:32,calvisitor-10-105-160-237,kernel,0,,ARPT: 681446.072377: AirPort_Brcm43xx::platformWoWEnable: WWEN[disable],E124,ARPT: <*>: <*>::platformWoWEnable: WWEN[disable],"['681446.072377', 'AirPort_Brcm43xx']"
496,Jul,3,13:31:35,calvisitor-10-105-160-237,CrashReporterSupportHelper,252,,Internal name did not resolve to internal address!,E247,Internal name did not resolve to internal address!,"['I', 'n', 't', 'e', 'r', 'n', 'a', 'l', ' ', 'n', 'a', 'm', 'e', ' ', 'd', 'i', 'd', ' ', 'n', 'o', 't', ' ', 'r', 'e', 's', 'o', 'l', 'v', 'e', ' ', 't', 'o', ' ', 'i', 'n', 't', 'e', 'r', 'n', 'a', 'l', ' ', 'a', 'd', 'd', 'r', 'e', 's', 's', '!']"
497,Jul,3,13:31:51,calvisitor-10-105-160-237,com.apple.AddressBook.InternetAccountsBridge,33427,,dnssd_clientstub ConnectToServer: connect()-> No of tries: 3,E203,dnssd_clientstub ConnectToServer: connect()-> No of tries: <*>,['3']
498,Jul,3,13:39:50,calvisitor-10-105-160-237,com.apple.xpc.launchd,1,com.apple.WebKit.Networking.A546008E-07AF-4FFC-8FF8-D8FD260359D9[33438],Service exited with abnormal code: 1,E307,Service exited with abnormal code: <*>,['1']
499,Jul,3,13:40:27,calvisitor-10-105-160-237,wirelessproxd,75,,Central manager is not powered on,E181,Central manager is not powered on,"['C', 'e', 'n', 't', 'r', 'a', 'l', ' ', 'm', 'a', 'n', 'a', 'g', 'e', 'r', ' ', 'i', 's', ' ', 'n', 'o', 't', ' ', 'p', 'o', 'w', 'e', 'r', 'e', 'd', ' ', 'o', 'n']"
500,Jul,3,13:48:22,calvisitor-10-105-160-237,kernel,0,,AppleThunderboltNHIType2::waitForOk2Go2Sx - retries = 6,E55,<*>::<*> - retries = <*>,"['AppleThunderboltNHIType2', 'waitForOk2Go2Sx', '6']"
501,Jul,3,13:48:22,authorMacBook-Pro,configd,53,,"setting hostname to ""authorMacBook-Pro.local""",E311,"setting hostname to ""<*>""","['a', 'u', 't', 'h', 'o', 'r', 'M', 'a', 'c', 'B', 'o', 'o', 'k', '-', 'P', 'r', 'o', '.', 'l', 'o', 'c', 'a', 'l']"
502,Jul,3,13:48:39,calvisitor-10-105-160-237,corecaptured,33452,,"CCFile::captureLogRun Skipping current file Dir file [2017-07-03_13,48,39.362458]-CCIOReporter-002.xml, Current File [2017-07-03_13,48,39.362458]-CCIOReporter-002.xml",E172,"CCFile::captureLogRun Skipping current file Dir file [<*>-<*>-<*>,<*>,<*>]-<*>, Current File [<*>-<*>-<*>,<*>,<*>]-<*>","['2017', '07', '03_13', '48', '39.362458', 'CCIOReporter-002.xml', '2017', '07', '03_13', '48', '39.362458', 'CCIOReporter-002.xml']"
503,Jul,3,13:50:09,authorMacBook-Pro,networkd,195,,__42-[NETClientConnection evaluateCrazyIvan46]_block_invoke CI46 - Hit by torpedo! QQ.10018 tc20795 14.17.42.14:14000,E49,<*>-[NETClientConnection <*>]_block_invoke CI46 - Hit by torpedo! <*> <*> <*>:<*>,"['__42', 'evaluateCrazyIvan46', 'QQ.10018 tc20795 14.17.42.14', '14000']"
504,Jul,3,13:50:14,authorMacBook-Pro,corecaptured,33452,,"CCFile::copyFile fileName is [2017-07-03_13,48,39.308188]-io80211Family-002.pcapng, source path:/var/log/CoreCapture/com.apple.iokit.IO80211Family/IO80211AWDLPeerManager//[2017-07-03_13,48,39.308188]-io80211Family-002.pcapng, dest path:/Library/Logs/CrashReporter/CoreCapture/com.apple.iokit.IO80211Family/[2017-07-03_13,50,14.954481]=AssocFail:sts:2_rsn:0/IO80211AWDLPeerManager//[2017-07-03_13,48,39.308188]-io80211Family-002.pcapng",E174,"CCFile::copyFile fileName is [<*>-<*>-<*>,<*>,<*>]-<*>, source path:<*>, dest path:<*>","['2017', '07', '03_13', '48', '39.308188', 'io80211Family-002.pcapng', '/var/log/CoreCapture/com.apple.iokit.IO80211Family/IO80211AWDLPeerManager//[2017-07-03_13,48,39.308188]-io80211Family-002.pcapng', '/Library/Logs/CrashReporter/CoreCapture/com.apple.iokit.IO80211Family/[2017-07-03_13,50,14.954481]=AssocFail:sts:2_rsn:0/IO80211AWDLPeerManager//[2017-07-03_13,48,39.308188]-io80211Family-002.pcapng']"
505,Jul,3,13:50:15,authorMacBook-Pro,kernel,0,,ARPT: 682068.402171: framerdy 0x0 bmccmd 7 framecnt 1024,E133,ARPT: <*>: framerdy <*> bmccmd <*> framecnt <*>,"['682068.402171', '0x0', '7', '1024']"
506,Jul,3,13:51:03,authorMacBook-Pro,QQ,10018,,tcp_connection_handle_connect_conditions_bad 20835 failed: 3 - No network route,E318,tcp_connection_handle_connect_conditions_bad <*> failed: <*> - No network route,"['20835', '3']"
507,Jul,3,13:51:03,authorMacBook-Pro,QQ,10018,,tcp_connection_handle_connect_conditions_bad 20851 failed: 3 - No network route,E318,tcp_connection_handle_connect_conditions_bad <*> failed: <*> - No network route,"['20851', '3']"
508,Jul,3,13:51:32,calvisitor-10-105-160-237,com.apple.AddressBook.InternetAccountsBridge,33469,,dnssd_clientstub ConnectToServer: connect() failed path:/var/run/mDNSResponder Socket:4 Err:-1 Errno:1 Operation not permitted,E202,dnssd_clientstub ConnectToServer: connect() failed path:<*> Socket:<*> Err:<*> Errno:<*> Operation not permitted,"['/var/run/mDNSResponder', '4', '-1', '1']"
509,Jul,3,13:53:27,authorMacBook-Pro,kernel,0,,IO80211AWDLPeerManager::setAwdlOperatingMode Setting the AWDL operation mode from SUSPENDED to AUTO,E60,<*>::setAwdlOperatingMode Setting the AWDL operation mode from SUSPENDED to AUTO,"['I', 'O', '8', '0', '2', '1', '1', 'A', 'W', 'D', 'L', 'P', 'e', 'e', 'r', 'M', 'a', 'n', 'a', 'g', 'e', 'r']"
510,Jul,3,13:53:39,calvisitor-10-105-160-237,kernel,0,,"IO80211AWDLPeerManager::setAwdlSuspendedMode() Suspending AWDL, enterQuietMode(true)",E61,"<*>::setAwdlSuspendedMode() Suspending AWDL, enterQuietMode(<*>)","['IO80211AWDLPeerManager', 'true']"
511,Jul,3,13:53:53,calvisitor-10-105-160-237,sandboxd,129,[33476],com.apple.Addres(33476) deny network-outbound /private/var/run/mDNSResponder,E52,<*>(<*>) deny network-outbound <*>,"['com.apple.Addres', '33476', '/private/var/run/mDNSResponder']"
512,Jul,3,13:54:18,calvisitor-10-105-160-237,identityservicesd,272,,<IMMacNotificationCenterManager: 0x7ff1b2e00ba0>: DND Enabled: YES,E104,<IMMacNotificationCenterManager: <*>: DND Enabled: YES,"['0', 'x', '7', 'f', 'f', '1', 'b', '2', 'e', '0', '0', 'b', 'a', '0', '>']"
513,Jul,3,13:54:35,calvisitor-10-105-160-237,WindowServer,184,,send_datagram_available_ping: pid 445 failed to act on a ping it dequeued before timing out.,E305,send_datagram_available_ping: pid <*> failed to act on a ping it dequeued before timing out.,"['4', '4', '5']"
514,Jul,3,13:54:36,calvisitor-10-105-160-237,symptomsd,215,,-[NetworkAnalyticsEngine _writeJournalRecord:fromCellFingerprint:key:atLOI:ofKind:lqm:isFaulty:] Hashing of the primary key failed. Dropping the journal record.,E44,-[NetworkAnalyticsEngine _writeJournalRecord:fromCellFingerprint:key:atLOI:ofKind:lqm:isFaulty:] Hashing of the primary key failed. Dropping the journal record.,"['-', '[', 'N', 'e', 't', 'w', 'o', 'r', 'k', 'A', 'n', 'a', 'l', 'y', 't', 'i', 'c', 's', 'E', 'n', 'g', 'i', 'n', 'e', ' ', '_', 'w', 'r', 'i', 't', 'e', 'J', 'o', 'u', 'r', 'n', 'a', 'l', 'R', 'e', 'c', 'o', 'r', 'd', ':', 'f', 'r', 'o', 'm', 'C', 'e', 'l', 'l', 'F', 'i', 'n', 'g', 'e', 'r', 'p', 'r', 'i', 'n', 't', ':', 'k', 'e', 'y', ':', 'a', 't', 'L', 'O', 'I', ':', 'o', 'f', 'K', 'i', 'n', 'd', ':', 'l', 'q', 'm', ':', 'i', 's', 'F', 'a', 'u', 'l', 't', 'y', ':', ']', ' ', 'H', 'a', 's', 'h', 'i', 'n', 'g', ' ', 'o', 'f', ' ', 't', 'h', 'e', ' ', 'p', 'r', 'i', 'm', 'a', 'r', 'y', ' ', 'k', 'e', 'y', ' ', 'f', 'a', 'i', 'l', 'e', 'd', '.', ' ', 'D', 'r', 'o', 'p', 'p', 'i', 'n', 'g', ' ', 't', 'h', 'e', ' ', 'j', 'o', 'u', 'r', 'n', 'a', 'l', ' ', 'r', 'e', 'c', 'o', 'r', 'd', '.']"
515,Jul,3,13:54:53,calvisitor-10-105-160-237,kernel,0,,IO80211AWDLPeerManager::setAwdlOperatingMode Setting the AWDL operation mode from SUSPENDED to AUTO,E60,<*>::setAwdlOperatingMode Setting the AWDL operation mode from SUSPENDED to AUTO,"['I', 'O', '8', '0', '2', '1', '1', 'A', 'W', 'D', 'L', 'P', 'e', 'e', 'r', 'M', 'a', 'n', 'a', 'g', 'e', 'r']"
516,Jul,3,13:55:56,calvisitor-10-105-160-237,sharingd,30299,,13:55:56.094 : Starting AirDrop server for user 501 on wake,E72,<*>:<*>:<*> : Starting AirDrop server for user <*> on wake,"['13', '55', '56.094', '501']"
517,Jul,3,14:20:59,calvisitor-10-105-160-237,kernel,0,,Sandbox: com.apple.Addres(33493) deny(1) network-outbound /private/var/run/mDNSResponder,E300,Sandbox: <*>(<*>) deny(<*>) network-outbound <*>,"['com.apple.Addres', '33493', '1', '/private/var/run/mDNSResponder']"
518,Jul,3,14:34:22,calvisitor-10-105-160-237,kernel,0,,AppleCamIn::systemWakeCall - messageType = 0xE0000340,E120,AppleCamIn::systemWakeCall - messageType = <*>,"['0', 'x', 'E', '0', '0', '0', '0', '3', '4', '0']"
519,Jul,3,14:35:17,calvisitor-10-105-160-237,kernel,0,,ARPT: 682406.173418: wl0: setup_keepalive: Remote IP: 17.249.28.77,E147,ARPT: <*>: wl0: setup_keepalive: Remote IP: <*>,"['682406.173418', '17.249.28.77']"
520,Jul,3,14:47:59,calvisitor-10-105-160-237,kernel,0,,"ARPT: 682407.704265: wl0: wl_update_tcpkeep_seq: Original Seq: 1181052579, Ack: 1862377178, Win size: 4096",E149,"ARPT: <*>: wl0: wl_update_tcpkeep_seq: Original Seq: <*>, Ack: <*>, Win size: <*>","['682407.704265', '1181052579', '1862377178', '4096']"
521,Jul,3,14:47:59,calvisitor-10-105-160-237,kernel,0,,"RTC: Maintenance 2017/7/3 21:47:58, sleep 2017/7/3 21:35:20",E295,"RTC: Maintenance <*>/<*>/<*> <*>:<*>:<*>, sleep <*>/<*>/<*> <*>:<*>:<*>","['2017', '7', '3 21', '47', '58', '2017', '7', '3 21', '35', '20']"
522,Jul,3,14:48:22,calvisitor-10-105-160-237,kernel,0,,Sandbox: com.apple.Addres(33508) deny(1) network-outbound /private/var/run/mDNSResponder,E300,Sandbox: <*>(<*>) deny(<*>) network-outbound <*>,"['com.apple.Addres', '33508', '1', '/private/var/run/mDNSResponder']"
523,Jul,3,15:01:36,calvisitor-10-105-160-237,kernel,0,,ARPT: 682466.260119: wl0: leaveModulePoweredForOffloads: Wi-Fi will stay on.,E139,ARPT: <*>: wl0: leaveModulePoweredForOffloads: Wi-Fi will stay on.,"['6', '8', '2', '4', '6', '6', '.', '2', '6', '0', '1', '1', '9']"
524,Jul,3,15:01:36,calvisitor-10-105-160-237,Dock,307,,-[UABestAppSuggestionManager notifyBestAppChanged:type:options:bundleIdentifier:activityType:dynamicIdentifier:when:confidence:deviceName:deviceIdentifier:deviceType:] (null) UASuggestedActionType=0 (null)/(null) opts=(null) when=2017-07-03 22:01:36 +0000 confidence=1 from=(null)/(null) (UABestAppSuggestionManager.m #319),E48,-[UABestAppSuggestionManager notifyBestAppChanged:type:options:bundleIdentifier:activityType:dynamicIdentifier:when:confidence:deviceName:deviceIdentifier:deviceType:] (<*>) UASuggestedActionType=<*> (<*>)/(<*>) opts=(<*>) when=<*>,"['null', '0', 'null', 'null', 'null', '2017-07-03 22:01:36 +0000 confidence=1 from=(null)/(null) (UABestAppSuggestionManager.m #319)']"
525,Jul,3,15:01:36,calvisitor-10-105-160-237,kernel,0,,ARPT: 682468.243050: AirPort_Brcm43xx::powerChange: System Wake - Full Wake/ Dark Wake / Maintenance wake,E127,ARPT: <*>: <*>::powerChange: System Wake - Full Wake/ Dark Wake / Maintenance wake,"['682468.243050', 'AirPort_Brcm43xx']"
526,Jul,3,15:01:36,calvisitor-10-105-160-237,kernel,0,,ARPT: 682468.243133: AirPort_Brcm43xx::platformWoWEnable: WWEN[disable],E124,ARPT: <*>: <*>::platformWoWEnable: WWEN[disable],"['682468.243133', 'AirPort_Brcm43xx']"
527,Jul,3,15:15:13,calvisitor-10-105-160-237,kernel,0,,Bluetooth -- LE is supported - Disable LE meta event,E157,Bluetooth -- LE is supported - Disable LE meta event,"['B', 'l', 'u', 'e', 't', 'o', 'o', 't', 'h', ' ', '-', '-', ' ', 'L', 'E', ' ', 'i', 's', ' ', 's', 'u', 'p', 'p', 'o', 'r', 't', 'e', 'd', ' ', '-', ' ', 'D', 'i', 's', 'a', 'b', 'l', 'e', ' ', 'L', 'E', ' ', 'm', 'e', 't', 'a', ' ', 'e', 'v', 'e', 'n', 't']"
528,Jul,3,15:15:31,calvisitor-10-105-160-237,secd,276,,"SOSAccountThisDeviceCanSyncWithCircle sync with device failure: Error Domain=com.apple.security.sos.error Code=1035 ""Account identity not set"" UserInfo={NSDescription=Account identity not set}",E313,"SOSAccountThisDeviceCanSyncWithCircle sync with device failure: Error Domain=com.apple.security.sos.error Code=<*> ""Account identity not set"" UserInfo={NSDescription=Account identity not set}","['1', '0', '3', '5']"
529,Jul,3,15:15:34,calvisitor-10-105-160-237,com.apple.AddressBook.InternetAccountsBridge,33518,,dnssd_clientstub ConnectToServer: connect()-> No of tries: 3,E203,dnssd_clientstub ConnectToServer: connect()-> No of tries: <*>,['3']
530,Jul,3,15:28:51,calvisitor-10-105-160-237,com.apple.WebKit.WebContent,32778,,"<<<< FigByteStream >>>> FigByteStreamStatsLogOneRead: ByteStream read of 4812 bytes @ 358800 took 1.053312 secs. to complete, 5 reads >= 1 sec.",E99,"<<<< FigByteStream >>>> FigByteStreamStatsLogOneRead: ByteStream read of <*> bytes @ <*> took <*> <*> to complete, <*> reads >= <*> sec.","['4812', '358800', '1.053312 secs. ', '5', '1']"
531,Jul,3,15:28:56,calvisitor-10-105-160-237,kernel,0,,AppleThunderboltNHIType2::waitForOk2Go2Sx - intel_rp = 1 dlla_reporting_supported = 0,E54,<*>::<*> - intel_rp = <*> dlla_reporting_supported = <*>,"['AppleThunderboltNHIType2', 'waitForOk2Go2Sx', '1', '0']"
532,Jul,3,15:42:36,calvisitor-10-105-160-237,sandboxd,129,[33523],com.apple.Addres(33523) deny network-outbound /private/var/run/mDNSResponder,E52,<*>(<*>) deny network-outbound <*>,"['com.apple.Addres', '33523', '/private/var/run/mDNSResponder']"
533,Jul,3,15:42:59,calvisitor-10-105-160-237,kernel,0,,ARPT: 682634.998705: wl0: setup_keepalive: Remote IP: 17.249.28.93,E147,ARPT: <*>: wl0: setup_keepalive: Remote IP: <*>,"['682634.998705', '17.249.28.93']"
