LineId,Time,Program,Content,EventId,EventTemplate,ParameterList
474,10.30 18:03:37,Skype.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*>:<*> open through proxy <*>:<*> HTTPS,"['proxy.cse.cuhk.edu.hk', '5070', 'proxy.cse.cuhk.edu.hk', '5070']"
475,10.30 18:03:41,Skype.exe,"BAYMSGR2012806.gateway.messenger.live.com:443 close, 13155 bytes (12.8 KB) sent, 21737 bytes (21.2 KB) received, lifetime 00:35",E8,"<*> close, <*> <*>, <*> <*>, lifetime <*>","['BAYMSGR2012806.gateway.messenger.live.com:443', '13155 bytes (12.8 KB) sent', '21737 bytes (21.2 KB) received', '00:35']"
476,10.30 18:03:43,Skype.exe,"91.190.216.212:443 close, 5 bytes sent, 5 bytes received, lifetime 00:04",E8,"<*> close, <*> <*>, <*> <*>, lifetime <*>","['91.190.216.212:443', '5 bytes sent', '5 bytes received', '00:04']"
477,10.30 18:03:47,firefox.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*>:<*> open through proxy <*>:<*> HTTPS,"['proxy.cse.cuhk.edu.hk', '5070', 'proxy.cse.cuhk.edu.hk', '5070']"
478,10.30 18:03:47,firefox.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*>:<*> open through proxy <*>:<*> HTTPS,"['proxy.cse.cuhk.edu.hk', '5070', 'proxy.cse.cuhk.edu.hk', '5070']"
479,10.30 18:03:47,firefox.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*>:<*> open through proxy <*>:<*> HTTPS,"['proxy.cse.cuhk.edu.hk', '5070', 'proxy.cse.cuhk.edu.hk', '5070']"
480,10.30 18:03:47,firefox.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*>:<*> open through proxy <*>:<*> HTTPS,"['proxy.cse.cuhk.edu.hk', '5070', 'proxy.cse.cuhk.edu.hk', '5070']"
481,10.30 18:03:47,firefox.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*>:<*> open through proxy <*>:<*> HTTPS,"['proxy.cse.cuhk.edu.hk', '5070', 'proxy.cse.cuhk.edu.hk', '5070']"
482,10.30 18:04:14,Skype.exe,86.99.222.235:443 error : Could not connect through proxy proxy.cse.cuhk.edu.hk:5070 - Proxy closed the connection unexpectedly.,E6,<*>:<*> error : Could not connect through proxy <*>:<*> - Proxy closed the connection unexpectedly.,"['86.99.222.235', '443', 'proxy.cse.cuhk.edu.hk', '5070']"
483,10.30 18:05:44,firefox.exe,"proxy.cse.cuhk.edu.hk:5070 close, 983 bytes sent, 308385 bytes (301 KB) received, lifetime 01:57",E8,"<*> close, <*> <*>, <*> <*>, lifetime <*>","['proxy.cse.cuhk.edu.hk:5070', '983 bytes sent', '308385 bytes (301 KB) received', '01:57']"
484,10.30 18:05:44,firefox.exe,"proxy.cse.cuhk.edu.hk:5070 close, 983 bytes sent, 268665 bytes (262 KB) received, lifetime 01:57",E8,"<*> close, <*> <*>, <*> <*>, lifetime <*>","['proxy.cse.cuhk.edu.hk:5070', '983 bytes sent', '268665 bytes (262 KB) received', '01:57']"
485,10.30 18:06:21,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 1535 bytes (1.49 KB) sent, 972 bytes received, lifetime 00:07",E8,"<*> close, <*> <*>, <*> <*>, lifetime <*>","['proxy.cse.cuhk.edu.hk:5070', '1535 bytes (1.49 KB) sent', '972 bytes received', '00:07']"
486,10.30 18:07:06,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*>:<*> open through proxy <*>:<*> HTTPS,"['proxy.cse.cuhk.edu.hk', '5070', 'proxy.cse.cuhk.edu.hk', '5070']"
487,10.30 18:07:06,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*>:<*> open through proxy <*>:<*> HTTPS,"['proxy.cse.cuhk.edu.hk', '5070', 'proxy.cse.cuhk.edu.hk', '5070']"
488,10.30 18:07:09,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*>:<*> open through proxy <*>:<*> HTTPS,"['proxy.cse.cuhk.edu.hk', '5070', 'proxy.cse.cuhk.edu.hk', '5070']"
489,10.30 18:07:36,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*>:<*> open through proxy <*>:<*> HTTPS,"['proxy.cse.cuhk.edu.hk', '5070', 'proxy.cse.cuhk.edu.hk', '5070']"
490,10.30 18:07:36,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*>:<*> open through proxy <*>:<*> HTTPS,"['proxy.cse.cuhk.edu.hk', '5070', 'proxy.cse.cuhk.edu.hk', '5070']"
491,10.30 18:07:40,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 715 bytes sent, 4417 bytes (4.31 KB) received, lifetime 00:10",E8,"<*> close, <*> <*>, <*> <*>, lifetime <*>","['proxy.cse.cuhk.edu.hk:5070', '715 bytes sent', '4417 bytes (4.31 KB) received', '00:10']"
492,10.30 18:08:06,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 1368 bytes (1.33 KB) sent, 20811 bytes (20.3 KB) received, lifetime 01:00",E8,"<*> close, <*> <*>, <*> <*>, lifetime <*>","['proxy.cse.cuhk.edu.hk:5070', '1368 bytes (1.33 KB) sent', '20811 bytes (20.3 KB) received', '01:00']"
493,10.30 18:08:06,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*>:<*> open through proxy <*>:<*> HTTPS,"['proxy.cse.cuhk.edu.hk', '5070', 'proxy.cse.cuhk.edu.hk', '5070']"
494,10.30 18:08:08,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 1277 bytes (1.24 KB) sent, 15408 bytes (15.0 KB) received, lifetime 00:01",E8,"<*> close, <*> <*>, <*> <*>, lifetime <*>","['proxy.cse.cuhk.edu.hk:5070', '1277 bytes (1.24 KB) sent', '15408 bytes (15.0 KB) received', '00:01']"
495,10.30 18:08:08,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*>:<*> open through proxy <*>:<*> HTTPS,"['proxy.cse.cuhk.edu.hk', '5070', 'proxy.cse.cuhk.edu.hk', '5070']"
496,10.30 18:08:14,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*>:<*> open through proxy <*>:<*> HTTPS,"['proxy.cse.cuhk.edu.hk', '5070', 'proxy.cse.cuhk.edu.hk', '5070']"
497,10.30 18:08:15,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 1312 bytes (1.28 KB) sent, 2783 bytes (2.71 KB) received, lifetime 00:01",E8,"<*> close, <*> <*>, <*> <*>, lifetime <*>","['proxy.cse.cuhk.edu.hk:5070', '1312 bytes (1.28 KB) sent', '2783 bytes (2.71 KB) received', '00:01']"
498,10.30 18:09:06,WeChat.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*>:<*> open through proxy <*>:<*> HTTPS,"['proxy.cse.cuhk.edu.hk', '5070', 'proxy.cse.cuhk.edu.hk', '5070']"
499,10.30 18:10:27,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*>:<*> open through proxy <*>:<*> HTTPS,"['proxy.cse.cuhk.edu.hk', '5070', 'proxy.cse.cuhk.edu.hk', '5070']"
500,10.30 18:10:27,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*>:<*> open through proxy <*>:<*> HTTPS,"['proxy.cse.cuhk.edu.hk', '5070', 'proxy.cse.cuhk.edu.hk', '5070']"
501,10.30 18:10:30,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 705 bytes sent, 492 bytes received, lifetime 00:01",E8,"<*> close, <*> <*>, <*> <*>, lifetime <*>","['proxy.cse.cuhk.edu.hk:5070', '705 bytes sent', '492 bytes received', '00:01']"
502,10.30 18:10:30,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 1398 bytes (1.36 KB) sent, 11654 bytes (11.3 KB) received, lifetime 00:01",E8,"<*> close, <*> <*>, <*> <*>, lifetime <*>","['proxy.cse.cuhk.edu.hk:5070', '1398 bytes (1.36 KB) sent', '11654 bytes (11.3 KB) received', '00:01']"
503,10.30 18:10:30,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*>:<*> open through proxy <*>:<*> HTTPS,"['proxy.cse.cuhk.edu.hk', '5070', 'proxy.cse.cuhk.edu.hk', '5070']"
504,10.30 18:10:30,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*>:<*> open through proxy <*>:<*> HTTPS,"['proxy.cse.cuhk.edu.hk', '5070', 'proxy.cse.cuhk.edu.hk', '5070']"
505,10.30 18:10:47,Dropbox.exe,"proxy.cse.cuhk.edu.hk:5070 close, 2501 bytes (2.44 KB) sent, 4848 bytes (4.73 KB) received, lifetime 01:01",E8,"<*> close, <*> <*>, <*> <*>, lifetime <*>","['proxy.cse.cuhk.edu.hk:5070', '2501 bytes (2.44 KB) sent', '4848 bytes (4.73 KB) received', '01:01']"
506,10.30 18:11:01,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*>:<*> open through proxy <*>:<*> HTTPS,"['proxy.cse.cuhk.edu.hk', '5070', 'proxy.cse.cuhk.edu.hk', '5070']"
507,10.30 18:11:26,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 326 bytes sent, 103039 bytes (100 KB) received, lifetime 00:01",E8,"<*> close, <*> <*>, <*> <*>, lifetime <*>","['proxy.cse.cuhk.edu.hk:5070', '326 bytes sent', '103039 bytes (100 KB) received', '00:01']"
508,10.30 18:13:30,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 849 bytes sent, 9333 bytes (9.11 KB) received, lifetime 02:01",E8,"<*> close, <*> <*>, <*> <*>, lifetime <*>","['proxy.cse.cuhk.edu.hk:5070', '849 bytes sent', '9333 bytes (9.11 KB) received', '02:01']"
509,10.30 18:13:30,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 952 bytes sent, 13595 bytes (13.2 KB) received, lifetime 03:00",E8,"<*> close, <*> <*>, <*> <*>, lifetime <*>","['proxy.cse.cuhk.edu.hk:5070', '952 bytes sent', '13595 bytes (13.2 KB) received', '03:00']"
510,10.30 18:13:31,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 960 bytes sent, 8386 bytes (8.18 KB) received, lifetime 03:01",E8,"<*> close, <*> <*>, <*> <*>, lifetime <*>","['proxy.cse.cuhk.edu.hk:5070', '960 bytes sent', '8386 bytes (8.18 KB) received', '03:01']"
511,10.30 20:39:41,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*>:<*> open through proxy <*>:<*> HTTPS,"['proxy.cse.cuhk.edu.hk', '5070', 'proxy.cse.cuhk.edu.hk', '5070']"
512,10.30 20:39:42,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 0 bytes sent, 0 bytes received, lifetime 00:01",E8,"<*> close, <*> <*>, <*> <*>, lifetime <*>","['proxy.cse.cuhk.edu.hk:5070', '0 bytes sent', '0 bytes received', '00:01']"
513,10.30 20:39:42,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 0 bytes sent, 0 bytes received, lifetime 00:01",E8,"<*> close, <*> <*>, <*> <*>, lifetime <*>","['proxy.cse.cuhk.edu.hk:5070', '0 bytes sent', '0 bytes received', '00:01']"
514,10.30 20:39:42,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*>:<*> open through proxy <*>:<*> HTTPS,"['proxy.cse.cuhk.edu.hk', '5070', 'proxy.cse.cuhk.edu.hk', '5070']"
515,10.30 20:39:42,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*>:<*> open through proxy <*>:<*> HTTPS,"['proxy.cse.cuhk.edu.hk', '5070', 'proxy.cse.cuhk.edu.hk', '5070']"
516,10.30 20:39:42,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*>:<*> open through proxy <*>:<*> HTTPS,"['proxy.cse.cuhk.edu.hk', '5070', 'proxy.cse.cuhk.edu.hk', '5070']"
517,10.30 20:39:43,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*>:<*> open through proxy <*>:<*> HTTPS,"['proxy.cse.cuhk.edu.hk', '5070', 'proxy.cse.cuhk.edu.hk', '5070']"
518,10.30 20:39:43,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*>:<*> open through proxy <*>:<*> HTTPS,"['proxy.cse.cuhk.edu.hk', '5070', 'proxy.cse.cuhk.edu.hk', '5070']"
519,10.30 20:39:44,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 0 bytes sent, 0 bytes received, lifetime 00:13",E8,"<*> close, <*> <*>, <*> <*>, lifetime <*>","['proxy.cse.cuhk.edu.hk:5070', '0 bytes sent', '0 bytes received', '00:13']"
520,10.30 20:39:44,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 0 bytes sent, 0 bytes received, lifetime 00:03",E8,"<*> close, <*> <*>, <*> <*>, lifetime <*>","['proxy.cse.cuhk.edu.hk:5070', '0 bytes sent', '0 bytes received', '00:03']"
521,10.30 20:39:44,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*>:<*> open through proxy <*>:<*> HTTPS,"['proxy.cse.cuhk.edu.hk', '5070', 'proxy.cse.cuhk.edu.hk', '5070']"
522,10.30 20:39:44,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*>:<*> open through proxy <*>:<*> HTTPS,"['proxy.cse.cuhk.edu.hk', '5070', 'proxy.cse.cuhk.edu.hk', '5070']"
523,10.30 20:39:44,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*>:<*> open through proxy <*>:<*> HTTPS,"['proxy.cse.cuhk.edu.hk', '5070', 'proxy.cse.cuhk.edu.hk', '5070']"
524,10.30 20:39:44,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*>:<*> open through proxy <*>:<*> HTTPS,"['proxy.cse.cuhk.edu.hk', '5070', 'proxy.cse.cuhk.edu.hk', '5070']"
525,10.30 20:39:45,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 576 bytes sent, 649 bytes received, lifetime 00:01",E8,"<*> close, <*> <*>, <*> <*>, lifetime <*>","['proxy.cse.cuhk.edu.hk:5070', '576 bytes sent', '649 bytes received', '00:01']"
526,10.30 20:39:46,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*>:<*> open through proxy <*>:<*> HTTPS,"['proxy.cse.cuhk.edu.hk', '5070', 'proxy.cse.cuhk.edu.hk', '5070']"
527,10.30 20:39:46,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 2279 bytes (2.22 KB) sent, 279 bytes received, lifetime 00:02",E8,"<*> close, <*> <*>, <*> <*>, lifetime <*>","['proxy.cse.cuhk.edu.hk:5070', '2279 bytes (2.22 KB) sent', '279 bytes received', '00:02']"
528,10.30 20:39:47,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*>:<*> open through proxy <*>:<*> HTTPS,"['proxy.cse.cuhk.edu.hk', '5070', 'proxy.cse.cuhk.edu.hk', '5070']"
529,10.30 20:39:47,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 3115 bytes (3.04 KB) sent, 1252 bytes (1.22 KB) received, lifetime 00:01",E8,"<*> close, <*> <*>, <*> <*>, lifetime <*>","['proxy.cse.cuhk.edu.hk:5070', '3115 bytes (3.04 KB) sent', '1252 bytes (1.22 KB) received', '00:01']"
530,10.30 20:39:47,YodaoDict.exe,"proxy.cse.cuhk.edu.hk:5070 close, 31257 bytes (30.5 KB) sent, 1846301 bytes (1.76 MB) received, lifetime 01:33",E8,"<*> close, <*> <*>, <*> <*>, lifetime <*>","['proxy.cse.cuhk.edu.hk:5070', '31257 bytes (30.5 KB) sent', '1846301 bytes (1.76 MB) received', '01:33']"
531,10.30 20:40:03,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*>:<*> open through proxy <*>:<*> HTTPS,"['proxy.cse.cuhk.edu.hk', '5070', 'proxy.cse.cuhk.edu.hk', '5070']"
532,10.30 20:40:03,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*>:<*> open through proxy <*>:<*> HTTPS,"['proxy.cse.cuhk.edu.hk', '5070', 'proxy.cse.cuhk.edu.hk', '5070']"
533,10.30 20:40:04,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*>:<*> open through proxy <*>:<*> HTTPS,"['proxy.cse.cuhk.edu.hk', '5070', 'proxy.cse.cuhk.edu.hk', '5070']"
534,10.30 20:40:04,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 0 bytes sent, 0 bytes received, lifetime <1 sec",E8,"<*> close, <*> <*>, <*> <*>, lifetime <*>","['proxy.cse.cuhk.edu.hk:5070', '0 bytes sent', '0 bytes received', '<1 sec']"
535,10.30 20:40:04,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*>:<*> open through proxy <*>:<*> HTTPS,"['proxy.cse.cuhk.edu.hk', '5070', 'proxy.cse.cuhk.edu.hk', '5070']"
536,10.30 20:40:04,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*>:<*> open through proxy <*>:<*> HTTPS,"['proxy.cse.cuhk.edu.hk', '5070', 'proxy.cse.cuhk.edu.hk', '5070']"
537,10.30 20:40:04,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*>:<*> open through proxy <*>:<*> HTTPS,"['proxy.cse.cuhk.edu.hk', '5070', 'proxy.cse.cuhk.edu.hk', '5070']"
538,10.30 20:40:05,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 468 bytes sent, 3515 bytes (3.43 KB) received, lifetime 00:01",E8,"<*> close, <*> <*>, <*> <*>, lifetime <*>","['proxy.cse.cuhk.edu.hk:5070', '468 bytes sent', '3515 bytes (3.43 KB) received', '00:01']"
539,10.30 20:40:05,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 780 bytes sent, 1401 bytes (1.36 KB) received, lifetime <1 sec",E8,"<*> close, <*> <*>, <*> <*>, lifetime <*>","['proxy.cse.cuhk.edu.hk:5070', '780 bytes sent', '1401 bytes (1.36 KB) received', '<1 sec']"
540,10.30 20:40:05,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*>:<*> open through proxy <*>:<*> HTTPS,"['proxy.cse.cuhk.edu.hk', '5070', 'proxy.cse.cuhk.edu.hk', '5070']"
541,10.30 20:40:06,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*>:<*> open through proxy <*>:<*> HTTPS,"['proxy.cse.cuhk.edu.hk', '5070', 'proxy.cse.cuhk.edu.hk', '5070']"
542,10.30 20:40:07,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 409 bytes sent, 52645 bytes (51.4 KB) received, lifetime 00:01",E8,"<*> close, <*> <*>, <*> <*>, lifetime <*>","['proxy.cse.cuhk.edu.hk:5070', '409 bytes sent', '52645 bytes (51.4 KB) received', '00:01']"
543,10.30 20:40:07,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*>:<*> open through proxy <*>:<*> HTTPS,"['proxy.cse.cuhk.edu.hk', '5070', 'proxy.cse.cuhk.edu.hk', '5070']"
544,10.30 20:40:08,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 1119 bytes (1.09 KB) sent, 417 bytes received, lifetime <1 sec",E8,"<*> close, <*> <*>, <*> <*>, lifetime <*>","['proxy.cse.cuhk.edu.hk:5070', '1119 bytes (1.09 KB) sent', '417 bytes received', '<1 sec']"
545,10.30 20:40:08,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 474 bytes sent, 1047 bytes (1.02 KB) received, lifetime <1 sec",E8,"<*> close, <*> <*>, <*> <*>, lifetime <*>","['proxy.cse.cuhk.edu.hk:5070', '474 bytes sent', '1047 bytes (1.02 KB) received', '<1 sec']"
546,10.30 20:40:08,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 675 bytes sent, 7178 bytes (7.00 KB) received, lifetime <1 sec",E8,"<*> close, <*> <*>, <*> <*>, lifetime <*>","['proxy.cse.cuhk.edu.hk:5070', '675 bytes sent', '7178 bytes (7.00 KB) received', '<1 sec']"
547,10.30 20:40:08,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 628 bytes sent, 466 bytes received, lifetime 00:01",E8,"<*> close, <*> <*>, <*> <*>, lifetime <*>","['proxy.cse.cuhk.edu.hk:5070', '628 bytes sent', '466 bytes received', '00:01']"
548,10.30 20:40:09,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 513 bytes sent, 22162 bytes (21.6 KB) received, lifetime 00:01",E8,"<*> close, <*> <*>, <*> <*>, lifetime <*>","['proxy.cse.cuhk.edu.hk:5070', '513 bytes sent', '22162 bytes (21.6 KB) received', '00:01']"
549,10.30 20:40:10,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*>:<*> open through proxy <*>:<*> HTTPS,"['proxy.cse.cuhk.edu.hk', '5070', 'proxy.cse.cuhk.edu.hk', '5070']"
550,10.30 20:40:11,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 530 bytes sent, 546 bytes received, lifetime 00:02",E8,"<*> close, <*> <*>, <*> <*>, lifetime <*>","['proxy.cse.cuhk.edu.hk:5070', '530 bytes sent', '546 bytes received', '00:02']"
551,10.30 20:40:11,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*>:<*> open through proxy <*>:<*> HTTPS,"['proxy.cse.cuhk.edu.hk', '5070', 'proxy.cse.cuhk.edu.hk', '5070']"
552,10.30 20:40:12,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 2177 bytes (2.12 KB) sent, 279 bytes received, lifetime 00:01",E8,"<*> close, <*> <*>, <*> <*>, lifetime <*>","['proxy.cse.cuhk.edu.hk:5070', '2177 bytes (2.12 KB) sent', '279 bytes received', '00:01']"
553,10.30 20:40:14,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 534 bytes sent, 388 bytes received, lifetime 00:05",E8,"<*> close, <*> <*>, <*> <*>, lifetime <*>","['proxy.cse.cuhk.edu.hk:5070', '534 bytes sent', '388 bytes received', '00:05']"
554,10.30 20:40:14,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 1069 bytes (1.04 KB) sent, 776 bytes received, lifetime 00:05",E8,"<*> close, <*> <*>, <*> <*>, lifetime <*>","['proxy.cse.cuhk.edu.hk:5070', '1069 bytes (1.04 KB) sent', '776 bytes received', '00:05']"
555,10.30 20:40:14,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 542 bytes sent, 388 bytes received, lifetime 00:05",E8,"<*> close, <*> <*>, <*> <*>, lifetime <*>","['proxy.cse.cuhk.edu.hk:5070', '542 bytes sent', '388 bytes received', '00:05']"
556,10.30 20:40:14,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*>:<*> open through proxy <*>:<*> HTTPS,"['proxy.cse.cuhk.edu.hk', '5070', 'proxy.cse.cuhk.edu.hk', '5070']"
557,10.30 20:40:14,chrome.exe,proxy.cse.cuhk.edu.hk:5070 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*>:<*> open through proxy <*>:<*> HTTPS,"['proxy.cse.cuhk.edu.hk', '5070', 'proxy.cse.cuhk.edu.hk', '5070']"
558,10.30 20:40:16,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 1010 bytes sent, 5219 bytes (5.09 KB) received, lifetime 04:00",E8,"<*> close, <*> <*>, <*> <*>, lifetime <*>","['proxy.cse.cuhk.edu.hk:5070', '1010 bytes sent', '5219 bytes (5.09 KB) received', '04:00']"
559,10.30 20:40:24,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 1127 bytes (1.10 KB) sent, 4317 bytes (4.21 KB) received, lifetime 00:20",E8,"<*> close, <*> <*>, <*> <*>, lifetime <*>","['proxy.cse.cuhk.edu.hk:5070', '1127 bytes (1.10 KB) sent', '4317 bytes (4.21 KB) received', '00:20']"
560,10.30 20:40:31,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 0 bytes sent, 0 bytes received, lifetime 00:14",E8,"<*> close, <*> <*>, <*> <*>, lifetime <*>","['proxy.cse.cuhk.edu.hk:5070', '0 bytes sent', '0 bytes received', '00:14']"
561,10.30 20:41:49,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 1477 bytes (1.44 KB) sent, 1431 bytes (1.39 KB) received, lifetime 02:01",E8,"<*> close, <*> <*>, <*> <*>, lifetime <*>","['proxy.cse.cuhk.edu.hk:5070', '1477 bytes (1.44 KB) sent', '1431 bytes (1.39 KB) received', '02:01']"
562,10.30 20:42:04,chrome.exe,"proxy.cse.cuhk.edu.hk:5070 close, 2413 bytes (2.35 KB) sent, 324 bytes received, lifetime 02:01",E8,"<*> close, <*> <*>, <*> <*>, lifetime <*>","['proxy.cse.cuhk.edu.hk:5070', '2413 bytes (2.35 KB) sent', '324 bytes received', '02:01']"
