LineId,Time,Component,Pid,Content,EventId,EventTemplate,ParameterList
401,20171223-22:17:27:855,Step_LSC,30002312,onStandStepChanged 3646,E42,onStandStepChanged <*>,"['3', '6', '4', '6']"
402,20171223-22:17:27:859,Step_LSC,30002312,onExtend:1514038648000 0 0 0,E39,onExtend:<*> <*> <*> <*>,"['1', '5', '1', '4', '0', '3', '8', '6', '4', '8', '0', '0', '0', ' ', '0', ' ', '0', ' ', '0']"
403,20171223-22:17:28:156,Step_SPUtils,30002312,getTodayTotalDetailSteps = 1514038560000##7074##548562##8661##16256##27289470,E22,getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>,"['1514038560000', '7074', '548562', '8661', '16256', '27289470']"
404,20171223-22:17:28:156,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7074##548563##8661##16256##27292475,E58,setTodayTotalDetailSteps=<*>,"['1', '5', '1', '4', '0', '3', '8', '5', '6', '0', '0', '0', '0', '#', '#', '7', '0', '7', '4', '#', '#', '5', '4', '8', '5', '6', '3', '#', '#', '8', '6', '6', '1', '#', '#', '1', '6', '2', '5', '6', '#', '#', '2', '7', '2', '9', '2', '4', '7', '5']"
405,20171223-22:17:28:166,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=128210,E4,calculateCaloriesWithCache totalCalories=<*>,"['1', '2', '8', '2', '1', '0']"
406,20171223-22:17:28:170,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,E3,calculateAltitudeWithCache totalAltitude=<*>,"['2', '4', '0']"
407,20171223-22:17:44:849,Step_LSC,30002312,onStandStepChanged 3647,E42,onStandStepChanged <*>,"['3', '6', '4', '7']"
408,20171223-22:17:44:869,Step_LSC,30002312,onExtend:1514038665000 1 0 4,E39,onExtend:<*> <*> <*> <*>,"['1', '5', '1', '4', '0', '3', '8', '6', '6', '5', '0', '0', '0', ' ', '1', ' ', '0', ' ', '4']"
409,20171223-22:17:45:151,Step_SPUtils,30002312,getTodayTotalDetailSteps = 1514038560000##7074##548563##8661##16256##27292475,E22,getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>,"['1514038560000', '7074', '548563', '8661', '16256', '27292475']"
410,20171223-22:17:45:151,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7075##548564##8661##16256##27309470,E58,setTodayTotalDetailSteps=<*>,"['1', '5', '1', '4', '0', '3', '8', '5', '6', '0', '0', '0', '0', '#', '#', '7', '0', '7', '5', '#', '#', '5', '4', '8', '5', '6', '4', '#', '#', '8', '6', '6', '1', '#', '#', '1', '6', '2', '5', '6', '#', '#', '2', '7', '3', '0', '9', '4', '7', '0']"
411,20171223-22:17:45:162,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=128231,E4,calculateCaloriesWithCache totalCalories=<*>,"['1', '2', '8', '2', '3', '1']"
412,20171223-22:17:45:166,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,E3,calculateAltitudeWithCache totalAltitude=<*>,"['2', '4', '0']"
413,20171223-22:17:45:169,Step_StandReportReceiver,30002312,REPORT : 7075 5051 151546 240,E47,REPORT : <*> <*> <*> <*>,"['7', '0', '7', '5', ' ', '5', '0', '5', '1', ' ', '1', '5', '1', '5', '4', '6', ' ', '2', '4', '0']"
414,20171223-22:17:45:348,Step_LSC,30002312,onStandStepChanged 3649,E42,onStandStepChanged <*>,"['3', '6', '4', '9']"
415,20171223-22:17:45:366,Step_LSC,30002312,onExtend:1514038666000 2 0 4,E39,onExtend:<*> <*> <*> <*>,"['1', '5', '1', '4', '0', '3', '8', '6', '6', '6', '0', '0', '0', ' ', '2', ' ', '0', ' ', '4']"
416,20171223-22:17:45:649,Step_SPUtils,30002312,getTodayTotalDetailSteps = 1514038560000##7075##548564##8661##16256##27309470,E22,getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>,"['1514038560000', '7075', '548564', '8661', '16256', '27309470']"
417,20171223-22:17:45:650,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7077##548565##8661##16256##27309969,E58,setTodayTotalDetailSteps=<*>,"['1', '5', '1', '4', '0', '3', '8', '5', '6', '0', '0', '0', '0', '#', '#', '7', '0', '7', '7', '#', '#', '5', '4', '8', '5', '6', '5', '#', '#', '8', '6', '6', '1', '#', '#', '1', '6', '2', '5', '6', '#', '#', '2', '7', '3', '0', '9', '9', '6', '9']"
418,20171223-22:17:45:663,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=128274,E4,calculateCaloriesWithCache totalCalories=<*>,"['1', '2', '8', '2', '7', '4']"
419,20171223-22:17:45:668,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,E3,calculateAltitudeWithCache totalAltitude=<*>,"['2', '4', '0']"
420,20171223-22:17:45:674,Step_StandReportReceiver,30002312,REPORT : 7077 5052 151589 240,E47,REPORT : <*> <*> <*> <*>,"['7', '0', '7', '7', ' ', '5', '0', '5', '2', ' ', '1', '5', '1', '5', '8', '9', ' ', '2', '4', '0']"
421,20171223-22:17:45:851,Step_LSC,30002312,onStandStepChanged 3651,E42,onStandStepChanged <*>,"['3', '6', '5', '1']"
422,20171223-22:17:45:856,Step_LSC,30002312,onExtend:1514038666000 2 0 4,E39,onExtend:<*> <*> <*> <*>,"['1', '5', '1', '4', '0', '3', '8', '6', '6', '6', '0', '0', '0', ' ', '2', ' ', '0', ' ', '4']"
423,20171223-22:17:46:154,Step_SPUtils,30002312,getTodayTotalDetailSteps = 1514038560000##7077##548565##8661##16256##27309969,E22,getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>,"['1514038560000', '7077', '548565', '8661', '16256', '27309969']"
424,20171223-22:17:46:154,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7079##548566##8661##16256##27310473,E58,setTodayTotalDetailSteps=<*>,"['1', '5', '1', '4', '0', '3', '8', '5', '6', '0', '0', '0', '0', '#', '#', '7', '0', '7', '9', '#', '#', '5', '4', '8', '5', '6', '6', '#', '#', '8', '6', '6', '1', '#', '#', '1', '6', '2', '5', '6', '#', '#', '2', '7', '3', '1', '0', '4', '7', '3']"
425,20171223-22:17:46:163,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=128317,E4,calculateCaloriesWithCache totalCalories=<*>,"['1', '2', '8', '3', '1', '7']"
426,20171223-22:17:46:167,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,E3,calculateAltitudeWithCache totalAltitude=<*>,"['2', '4', '0']"
427,20171223-22:17:46:170,Step_StandReportReceiver,30002312,REPORT : 7079 5054 151632 240,E47,REPORT : <*> <*> <*> <*>,"['7', '0', '7', '9', ' ', '5', '0', '5', '4', ' ', '1', '5', '1', '6', '3', '2', ' ', '2', '4', '0']"
428,20171223-22:17:46:349,Step_LSC,30002312,onStandStepChanged 3653,E42,onStandStepChanged <*>,"['3', '6', '5', '3']"
429,20171223-22:17:46:364,Step_LSC,30002312,onExtend:1514038667000 2 0 4,E39,onExtend:<*> <*> <*> <*>,"['1', '5', '1', '4', '0', '3', '8', '6', '6', '7', '0', '0', '0', ' ', '2', ' ', '0', ' ', '4']"
430,20171223-22:17:46:650,Step_SPUtils,30002312,getTodayTotalDetailSteps = 1514038560000##7079##548566##8661##16256##27310473,E22,getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>,"['1514038560000', '7079', '548566', '8661', '16256', '27310473']"
431,20171223-22:17:46:651,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7081##548567##8661##16256##27310970,E58,setTodayTotalDetailSteps=<*>,"['1', '5', '1', '4', '0', '3', '8', '5', '6', '0', '0', '0', '0', '#', '#', '7', '0', '8', '1', '#', '#', '5', '4', '8', '5', '6', '7', '#', '#', '8', '6', '6', '1', '#', '#', '1', '6', '2', '5', '6', '#', '#', '2', '7', '3', '1', '0', '9', '7', '0']"
432,20171223-22:17:46:659,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=128360,E4,calculateCaloriesWithCache totalCalories=<*>,"['1', '2', '8', '3', '6', '0']"
433,20171223-22:17:46:661,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,E3,calculateAltitudeWithCache totalAltitude=<*>,"['2', '4', '0']"
434,20171223-22:17:46:662,Step_StandReportReceiver,30002312,REPORT : 7081 5055 151675 240,E47,REPORT : <*> <*> <*> <*>,"['7', '0', '8', '1', ' ', '5', '0', '5', '5', ' ', '1', '5', '1', '6', '7', '5', ' ', '2', '4', '0']"
435,20171223-22:17:46:848,Step_LSC,30002312,onStandStepChanged 3655,E42,onStandStepChanged <*>,"['3', '6', '5', '5']"
436,20171223-22:17:46:858,Step_LSC,30002312,onExtend:1514038667000 2 0 4,E39,onExtend:<*> <*> <*> <*>,"['1', '5', '1', '4', '0', '3', '8', '6', '6', '7', '0', '0', '0', ' ', '2', ' ', '0', ' ', '4']"
437,20171223-22:17:47:153,Step_SPUtils,30002312,getTodayTotalDetailSteps = 1514038560000##7081##548567##8661##16256##27310970,E22,getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>,"['1514038560000', '7081', '548567', '8661', '16256', '27310970']"
438,20171223-22:17:47:154,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7083##548568##8661##16256##27311472,E58,setTodayTotalDetailSteps=<*>,"['1', '5', '1', '4', '0', '3', '8', '5', '6', '0', '0', '0', '0', '#', '#', '7', '0', '8', '3', '#', '#', '5', '4', '8', '5', '6', '8', '#', '#', '8', '6', '6', '1', '#', '#', '1', '6', '2', '5', '6', '#', '#', '2', '7', '3', '1', '1', '4', '7', '2']"
439,20171223-22:17:47:163,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=128403,E4,calculateCaloriesWithCache totalCalories=<*>,"['1', '2', '8', '4', '0', '3']"
440,20171223-22:17:47:165,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,E3,calculateAltitudeWithCache totalAltitude=<*>,"['2', '4', '0']"
441,20171223-22:17:47:166,Step_StandReportReceiver,30002312,REPORT : 7083 5057 151717 240,E47,REPORT : <*> <*> <*> <*>,"['7', '0', '8', '3', ' ', '5', '0', '5', '7', ' ', '1', '5', '1', '7', '1', '7', ' ', '2', '4', '0']"
442,20171223-22:17:47:349,Step_LSC,30002312,onStandStepChanged 3656,E42,onStandStepChanged <*>,"['3', '6', '5', '6']"
443,20171223-22:17:47:366,Step_LSC,30002312,onExtend:1514038668000 1 0 4,E39,onExtend:<*> <*> <*> <*>,"['1', '5', '1', '4', '0', '3', '8', '6', '6', '8', '0', '0', '0', ' ', '1', ' ', '0', ' ', '4']"
444,20171223-22:17:47:651,Step_SPUtils,30002312,getTodayTotalDetailSteps = 1514038560000##7083##548568##8661##16256##27311472,E22,getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>,"['1514038560000', '7083', '548568', '8661', '16256', '27311472']"
445,20171223-22:17:47:652,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7084##548569##8661##16256##27311970,E58,setTodayTotalDetailSteps=<*>,"['1', '5', '1', '4', '0', '3', '8', '5', '6', '0', '0', '0', '0', '#', '#', '7', '0', '8', '4', '#', '#', '5', '4', '8', '5', '6', '9', '#', '#', '8', '6', '6', '1', '#', '#', '1', '6', '2', '5', '6', '#', '#', '2', '7', '3', '1', '1', '9', '7', '0']"
446,20171223-22:17:47:659,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=128424,E4,calculateCaloriesWithCache totalCalories=<*>,"['1', '2', '8', '4', '2', '4']"
447,20171223-22:17:47:662,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,E3,calculateAltitudeWithCache totalAltitude=<*>,"['2', '4', '0']"
448,20171223-22:17:47:662,Step_StandReportReceiver,30002312,REPORT : 7084 5057 151739 240,E47,REPORT : <*> <*> <*> <*>,"['7', '0', '8', '4', ' ', '5', '0', '5', '7', ' ', '1', '5', '1', '7', '3', '9', ' ', '2', '4', '0']"
449,20171223-22:17:47:848,Step_LSC,30002312,onStandStepChanged 3658,E42,onStandStepChanged <*>,"['3', '6', '5', '8']"
450,20171223-22:17:47:854,Step_LSC,30002312,onExtend:1514038668000 2 0 4,E39,onExtend:<*> <*> <*> <*>,"['1', '5', '1', '4', '0', '3', '8', '6', '6', '8', '0', '0', '0', ' ', '2', ' ', '0', ' ', '4']"
451,20171223-22:17:48:148,Step_SPUtils,30002312,getTodayTotalDetailSteps = 1514038560000##7084##548569##8661##16256##27311970,E22,getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>,"['1514038560000', '7084', '548569', '8661', '16256', '27311970']"
452,20171223-22:17:48:149,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7086##548570##8661##16256##27312467,E58,setTodayTotalDetailSteps=<*>,"['1', '5', '1', '4', '0', '3', '8', '5', '6', '0', '0', '0', '0', '#', '#', '7', '0', '8', '6', '#', '#', '5', '4', '8', '5', '7', '0', '#', '#', '8', '6', '6', '1', '#', '#', '1', '6', '2', '5', '6', '#', '#', '2', '7', '3', '1', '2', '4', '6', '7']"
453,20171223-22:17:48:157,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=128467,E4,calculateCaloriesWithCache totalCalories=<*>,"['1', '2', '8', '4', '6', '7']"
454,20171223-22:17:48:162,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,E3,calculateAltitudeWithCache totalAltitude=<*>,"['2', '4', '0']"
455,20171223-22:17:48:164,Step_StandReportReceiver,30002312,REPORT : 7086 5059 151782 240,E47,REPORT : <*> <*> <*> <*>,"['7', '0', '8', '6', ' ', '5', '0', '5', '9', ' ', '1', '5', '1', '7', '8', '2', ' ', '2', '4', '0']"
456,20171223-22:17:48:348,Step_LSC,30002312,onStandStepChanged 3660,E42,onStandStepChanged <*>,"['3', '6', '6', '0']"
457,20171223-22:17:48:357,Step_LSC,30002312,onExtend:1514038669000 2 0 4,E39,onExtend:<*> <*> <*> <*>,"['1', '5', '1', '4', '0', '3', '8', '6', '6', '9', '0', '0', '0', ' ', '2', ' ', '0', ' ', '4']"
458,20171223-22:17:48:648,Step_SPUtils,30002312,getTodayTotalDetailSteps = 1514038560000##7086##548570##8661##16256##27312467,E22,getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>,"['1514038560000', '7086', '548570', '8661', '16256', '27312467']"
459,20171223-22:17:48:649,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7088##548571##8661##16256##27312967,E58,setTodayTotalDetailSteps=<*>,"['1', '5', '1', '4', '0', '3', '8', '5', '6', '0', '0', '0', '0', '#', '#', '7', '0', '8', '8', '#', '#', '5', '4', '8', '5', '7', '1', '#', '#', '8', '6', '6', '1', '#', '#', '1', '6', '2', '5', '6', '#', '#', '2', '7', '3', '1', '2', '9', '6', '7']"
460,20171223-22:17:48:656,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=128510,E4,calculateCaloriesWithCache totalCalories=<*>,"['1', '2', '8', '5', '1', '0']"
461,20171223-22:17:48:661,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,E3,calculateAltitudeWithCache totalAltitude=<*>,"['2', '4', '0']"
462,20171223-22:17:48:661,Step_StandReportReceiver,30002312,REPORT : 7088 5060 151824 240,E47,REPORT : <*> <*> <*> <*>,"['7', '0', '8', '8', ' ', '5', '0', '6', '0', ' ', '1', '5', '1', '8', '2', '4', ' ', '2', '4', '0']"
463,20171223-22:17:48:848,Step_LSC,30002312,onStandStepChanged 3662,E42,onStandStepChanged <*>,"['3', '6', '6', '2']"
464,20171223-22:17:48:853,Step_LSC,30002312,onExtend:1514038669000 2 0 4,E39,onExtend:<*> <*> <*> <*>,"['1', '5', '1', '4', '0', '3', '8', '6', '6', '9', '0', '0', '0', ' ', '2', ' ', '0', ' ', '4']"
465,20171223-22:17:49:149,Step_SPUtils,30002312,getTodayTotalDetailSteps = 1514038560000##7088##548571##8661##16256##27312967,E22,getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>,"['1514038560000', '7088', '548571', '8661', '16256', '27312967']"
466,20171223-22:17:49:149,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7090##548572##8661##16256##27313468,E58,setTodayTotalDetailSteps=<*>,"['1', '5', '1', '4', '0', '3', '8', '5', '6', '0', '0', '0', '0', '#', '#', '7', '0', '9', '0', '#', '#', '5', '4', '8', '5', '7', '2', '#', '#', '8', '6', '6', '1', '#', '#', '1', '6', '2', '5', '6', '#', '#', '2', '7', '3', '1', '3', '4', '6', '8']"
467,20171223-22:17:49:162,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=128553,E4,calculateCaloriesWithCache totalCalories=<*>,"['1', '2', '8', '5', '5', '3']"
468,20171223-22:17:49:166,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,E3,calculateAltitudeWithCache totalAltitude=<*>,"['2', '4', '0']"
469,20171223-22:17:49:166,Step_StandReportReceiver,30002312,REPORT : 7090 5062 151867 240,E47,REPORT : <*> <*> <*> <*>,"['7', '0', '9', '0', ' ', '5', '0', '6', '2', ' ', '1', '5', '1', '8', '6', '7', ' ', '2', '4', '0']"
470,20171223-22:17:49:353,Step_LSC,30002312,onStandStepChanged 3664,E42,onStandStepChanged <*>,"['3', '6', '6', '4']"
471,20171223-22:17:49:358,Step_LSC,30002312,onExtend:1514038670000 2 0 4,E39,onExtend:<*> <*> <*> <*>,"['1', '5', '1', '4', '0', '3', '8', '6', '7', '0', '0', '0', '0', ' ', '2', ' ', '0', ' ', '4']"
472,20171223-22:17:49:655,Step_SPUtils,30002312,getTodayTotalDetailSteps = 1514038560000##7090##548572##8661##16256##27313468,E22,getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>,"['1514038560000', '7090', '548572', '8661', '16256', '27313468']"
473,20171223-22:17:49:655,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7092##548573##8661##16256##27313974,E58,setTodayTotalDetailSteps=<*>,"['1', '5', '1', '4', '0', '3', '8', '5', '6', '0', '0', '0', '0', '#', '#', '7', '0', '9', '2', '#', '#', '5', '4', '8', '5', '7', '3', '#', '#', '8', '6', '6', '1', '#', '#', '1', '6', '2', '5', '6', '#', '#', '2', '7', '3', '1', '3', '9', '7', '4']"
474,20171223-22:17:49:661,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=128595,E4,calculateCaloriesWithCache totalCalories=<*>,"['1', '2', '8', '5', '9', '5']"
475,20171223-22:17:49:664,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,E3,calculateAltitudeWithCache totalAltitude=<*>,"['2', '4', '0']"
476,20171223-22:17:49:664,Step_StandReportReceiver,30002312,REPORT : 7092 5063 151910 240,E47,REPORT : <*> <*> <*> <*>,"['7', '0', '9', '2', ' ', '5', '0', '6', '3', ' ', '1', '5', '1', '9', '1', '0', ' ', '2', '4', '0']"
477,20171223-22:17:49:848,Step_LSC,30002312,onStandStepChanged 3666,E42,onStandStepChanged <*>,"['3', '6', '6', '6']"
478,20171223-22:17:49:854,Step_LSC,30002312,onExtend:1514038670000 2 0 4,E39,onExtend:<*> <*> <*> <*>,"['1', '5', '1', '4', '0', '3', '8', '6', '7', '0', '0', '0', '0', ' ', '2', ' ', '0', ' ', '4']"
479,20171223-22:17:50:149,Step_SPUtils,30002312,getTodayTotalDetailSteps = 1514038560000##7092##548573##8661##16256##27313974,E22,getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>,"['1514038560000', '7092', '548573', '8661', '16256', '27313974']"
480,20171223-22:17:50:149,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7094##548574##8661##16256##27314468,E58,setTodayTotalDetailSteps=<*>,"['1', '5', '1', '4', '0', '3', '8', '5', '6', '0', '0', '0', '0', '#', '#', '7', '0', '9', '4', '#', '#', '5', '4', '8', '5', '7', '4', '#', '#', '8', '6', '6', '1', '#', '#', '1', '6', '2', '5', '6', '#', '#', '2', '7', '3', '1', '4', '4', '6', '8']"
481,20171223-22:17:50:156,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=128638,E4,calculateCaloriesWithCache totalCalories=<*>,"['1', '2', '8', '6', '3', '8']"
482,20171223-22:17:50:158,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,E3,calculateAltitudeWithCache totalAltitude=<*>,"['2', '4', '0']"
483,20171223-22:17:50:160,Step_StandReportReceiver,30002312,REPORT : 7094 5065 151953 240,E47,REPORT : <*> <*> <*> <*>,"['7', '0', '9', '4', ' ', '5', '0', '6', '5', ' ', '1', '5', '1', '9', '5', '3', ' ', '2', '4', '0']"
484,20171223-22:17:50:348,Step_LSC,30002312,onStandStepChanged 3667,E42,onStandStepChanged <*>,"['3', '6', '6', '7']"
485,20171223-22:17:50:354,Step_LSC,30002312,onExtend:1514038671000 1 0 4,E39,onExtend:<*> <*> <*> <*>,"['1', '5', '1', '4', '0', '3', '8', '6', '7', '1', '0', '0', '0', ' ', '1', ' ', '0', ' ', '4']"
486,20171223-22:17:50:649,Step_SPUtils,30002312,getTodayTotalDetailSteps = 1514038560000##7094##548574##8661##16256##27314468,E22,getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>,"['1514038560000', '7094', '548574', '8661', '16256', '27314468']"
487,20171223-22:17:50:649,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7095##548575##8661##16256##27314968,E58,setTodayTotalDetailSteps=<*>,"['1', '5', '1', '4', '0', '3', '8', '5', '6', '0', '0', '0', '0', '#', '#', '7', '0', '9', '5', '#', '#', '5', '4', '8', '5', '7', '5', '#', '#', '8', '6', '6', '1', '#', '#', '1', '6', '2', '5', '6', '#', '#', '2', '7', '3', '1', '4', '9', '6', '8']"
488,20171223-22:17:50:658,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=128660,E4,calculateCaloriesWithCache totalCalories=<*>,"['1', '2', '8', '6', '6', '0']"
489,20171223-22:17:50:661,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,E3,calculateAltitudeWithCache totalAltitude=<*>,"['2', '4', '0']"
490,20171223-22:17:50:661,Step_StandReportReceiver,30002312,REPORT : 7095 5065 151974 240,E47,REPORT : <*> <*> <*> <*>,"['7', '0', '9', '5', ' ', '5', '0', '6', '5', ' ', '1', '5', '1', '9', '7', '4', ' ', '2', '4', '0']"
491,20171223-22:17:50:849,Step_LSC,30002312,onStandStepChanged 3669,E42,onStandStepChanged <*>,"['3', '6', '6', '9']"
492,20171223-22:17:50:856,Step_LSC,30002312,onExtend:1514038671000 2 0 4,E39,onExtend:<*> <*> <*> <*>,"['1', '5', '1', '4', '0', '3', '8', '6', '7', '1', '0', '0', '0', ' ', '2', ' ', '0', ' ', '4']"
493,20171223-22:17:51:149,Step_SPUtils,30002312,getTodayTotalDetailSteps = 1514038560000##7095##548575##8661##16256##27314968,E22,getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>,"['1514038560000', '7095', '548575', '8661', '16256', '27314968']"
494,20171223-22:17:51:150,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7097##548576##8661##16256##27315469,E58,setTodayTotalDetailSteps=<*>,"['1', '5', '1', '4', '0', '3', '8', '5', '6', '0', '0', '0', '0', '#', '#', '7', '0', '9', '7', '#', '#', '5', '4', '8', '5', '7', '6', '#', '#', '8', '6', '6', '1', '#', '#', '1', '6', '2', '5', '6', '#', '#', '2', '7', '3', '1', '5', '4', '6', '9']"
495,20171223-22:17:51:158,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=128703,E4,calculateCaloriesWithCache totalCalories=<*>,"['1', '2', '8', '7', '0', '3']"
496,20171223-22:17:51:161,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,E3,calculateAltitudeWithCache totalAltitude=<*>,"['2', '4', '0']"
497,20171223-22:17:51:165,Step_StandReportReceiver,30002312,REPORT : 7097 5067 152017 240,E47,REPORT : <*> <*> <*> <*>,"['7', '0', '9', '7', ' ', '5', '0', '6', '7', ' ', '1', '5', '2', '0', '1', '7', ' ', '2', '4', '0']"
498,20171223-22:17:51:362,Step_LSC,30002312,onStandStepChanged 3671,E42,onStandStepChanged <*>,"['3', '6', '7', '1']"
499,20171223-22:17:51:370,Step_LSC,30002312,onExtend:1514038672000 2 0 4,E39,onExtend:<*> <*> <*> <*>,"['1', '5', '1', '4', '0', '3', '8', '6', '7', '2', '0', '0', '0', ' ', '2', ' ', '0', ' ', '4']"
500,20171223-22:17:51:664,Step_SPUtils,30002312,getTodayTotalDetailSteps = 1514038560000##7097##548576##8661##16256##27315469,E22,getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>,"['1514038560000', '7097', '548576', '8661', '16256', '27315469']"
501,20171223-22:17:51:664,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7099##548577##8661##16256##27315983,E58,setTodayTotalDetailSteps=<*>,"['1', '5', '1', '4', '0', '3', '8', '5', '6', '0', '0', '0', '0', '#', '#', '7', '0', '9', '9', '#', '#', '5', '4', '8', '5', '7', '7', '#', '#', '8', '6', '6', '1', '#', '#', '1', '6', '2', '5', '6', '#', '#', '2', '7', '3', '1', '5', '9', '8', '3']"
502,20171223-22:17:51:673,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=128745,E4,calculateCaloriesWithCache totalCalories=<*>,"['1', '2', '8', '7', '4', '5']"
503,20171223-22:17:51:677,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,E3,calculateAltitudeWithCache totalAltitude=<*>,"['2', '4', '0']"
504,20171223-22:17:51:681,Step_StandReportReceiver,30002312,REPORT : 7099 5068 152060 240,E47,REPORT : <*> <*> <*> <*>,"['7', '0', '9', '9', ' ', '5', '0', '6', '8', ' ', '1', '5', '2', '0', '6', '0', ' ', '2', '4', '0']"
505,20171223-22:17:51:848,Step_LSC,30002312,onStandStepChanged 3673,E42,onStandStepChanged <*>,"['3', '6', '7', '3']"
506,20171223-22:17:51:854,Step_LSC,30002312,onExtend:1514038672000 2 0 4,E39,onExtend:<*> <*> <*> <*>,"['1', '5', '1', '4', '0', '3', '8', '6', '7', '2', '0', '0', '0', ' ', '2', ' ', '0', ' ', '4']"
507,20171223-22:17:52:151,Step_SPUtils,30002312,getTodayTotalDetailSteps = 1514038560000##7099##548577##8661##16256##27315983,E22,getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>,"['1514038560000', '7099', '548577', '8661', '16256', '27315983']"
508,20171223-22:17:52:152,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038560000##7101##548578##8661##16256##27316470,E58,setTodayTotalDetailSteps=<*>,"['1', '5', '1', '4', '0', '3', '8', '5', '6', '0', '0', '0', '0', '#', '#', '7', '1', '0', '1', '#', '#', '5', '4', '8', '5', '7', '8', '#', '#', '8', '6', '6', '1', '#', '#', '1', '6', '2', '5', '6', '#', '#', '2', '7', '3', '1', '6', '4', '7', '0']"
509,20171223-22:17:52:162,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=128788,E4,calculateCaloriesWithCache totalCalories=<*>,"['1', '2', '8', '7', '8', '8']"
510,20171223-22:17:52:169,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,E3,calculateAltitudeWithCache totalAltitude=<*>,"['2', '4', '0']"
